Wave Flux FluxNorm
3600 0.316486884218 0.303481018984
3605 0.248317087079 0.23811262449
3610 0.219708272965 0.210679474833
3615 0.282488213551 0.270879506147
3620 0.225292893113 0.216034597896
3625 0.334953138491 0.321188412064
3630 0.28670981653 0.274927624531
3635 0.263947554789 0.253100766193
3640 0.347753711188 0.333462951829
3645 0.280505624091 0.268978390179
3650 0.282376383056 0.270772271269
3655 0.368299683544 0.353164598051
3660 0.395667956275 0.379408185733
3665 0.362120946885 0.347239773387
3670 0.349137043258 0.334789436581
3675 0.384230111213 0.368440373013
3680 0.322902118279 0.30963262231
3685 0.327644219885 0.314179849697
3690 0.357786731559 0.343083670404
3695 0.368384592739 0.353246017946
3700 0.428268253278 0.410668790348
3705 0.297519429313 0.285293021852
3710 0.326369139302 0.312957167892
3715 0.44528121842 0.426982616465
3720 0.243032356466 0.233045067155
3725 0.341947337344 0.327895187923
3730 0.328261704736 0.314771959326
3735 0.178446487399 0.171113321058
3740 0.307668959182 0.295025462028
3745 0.239814264821 0.229959221326
3750 0.219927532109 0.210889723635
3755 0.36697752857 0.351896776353
3760 0.25476004339 0.244290810834
3765 0.282090229658 0.270497877198
3770 0.321732183859 0.308510765742
3775 0.345010408306 0.330832383564
3780 0.354492925411 0.339925221521
3785 0.336456907973 0.322630384915
3790 0.249776259162 0.239511832649
3795 0.237500919102 0.227740941355
3800 0.253186672993 0.242782097282
3805 0.293364347116 0.281308690615
3810 0.266464716395 0.255514486341
3815 0.214064469623 0.205267600677
3820 0.173465875252 0.166337384598
3825 0.15336399378 0.147061579575
3830 0.155937680274 0.149529501749
3835 0.155750669966 0.149350176534
3840 0.145873688225 0.139879084262
3845 0.184383328711 0.176806190939
3850 0.152853014077 0.146571598319
3855 0.156263531594 0.149841962377
3860 0.128330465133 0.123056790873
3865 0.178624754615 0.171284262475
3870 0.127566644998 0.122324359532
3875 0.218439667743 0.209463002288
3880 0.167035252658 0.160171025122
3885 0.281397474197 0.269833590165
3890 0.347794094096 0.333501675222
3895 0.395307957466 0.379062980889
3900 0.395850252514 0.379582990601
3905 0.361825399638 0.346956371502
3910 0.424996983066 0.407531951298
3915 0.426518799009 0.408991229
3920 0.345483731624 0.331286255904
3925 0.311668909134 0.2988610361
3930 0.13874769321 0.133045928336
3935 0.0882357323298 0.0846097304296
3940 0.242289250908 0.232332499136
3945 0.317884534529 0.304821233576
3950 0.424340140029 0.406902100886
3955 0.44468894624 0.426414683405
3960 0.372715348794 0.357398803815
3965 0.184003755899 0.176442216475
3970 0.119156686601 0.114260004036
3975 0.329297070279 0.315764777057
3980 0.496951611167 0.476529641078
3985 0.516934190266 0.495691046398
3990 0.563820893728 0.540650964969
3995 0.556886162005 0.534001212469
4000 0.592845655057 0.568482968705
4005 0.559014937412 0.536042506949
4010 0.623023728494 0.597420889783
4015 0.634116074137 0.608057401204
4020 0.626214128639 0.60048018208
4025 0.629843048319 0.603959973178
4030 0.612031859011 0.586880725505
4035 0.589005977458 0.564801080676
4040 0.665156465586 0.63782220378
4045 0.516682929199 0.495450110775
4050 0.645285560139 0.618767882941
4055 0.592453380138 0.568106814121
4060 0.603603784203 0.578798998084
4065 0.537432938112 0.515347408776
4070 0.620698585394 0.595191297239
4075 0.574659954359 0.551044599995
4080 0.602041243809 0.577300669482
4085 0.609345191778 0.584304465477
4090 0.689354257745 0.661025600153
4095 0.620796409156 0.595285100984
4100 0.537114494694 0.515042051626
4105 0.579963008662 0.556129728018
4110 0.57984421617 0.556015817242
4115 0.606647191246 0.581717337885
4120 0.56268219591 0.539559061351
4125 0.573133958347 0.549581314002
4130 0.529249580222 0.507500341757
4135 0.522277153518 0.500814443331
4140 0.556813328855 0.53393137236
4145 0.473099416776 0.453657640311
4150 0.463068279008 0.444038726974
4155 0.456875130464 0.438100082675
4160 0.532958844231 0.511057175475
4165 0.503328095548 0.482644087122
4170 0.511041111002 0.490040140186
4175 0.472023164277 0.452625615852
4180 0.464020521064 0.444951837134
4185 0.560626131996 0.537587490323
4190 0.535787358202 0.513769453123
4195 0.501157390599 0.480562586174
4200 0.52741922794 0.505745206858
4205 0.555126471211 0.53231383526
4210 0.579161140834 0.555360812535
4215 0.502666815037 0.482009981593
4220 0.743002444474 0.712469142325
4225 0.523272842838 0.501769215312
4230 0.671751976372 0.644146675452
4235 0.641527872334 0.615164615377
4240 0.655458963463 0.628523215503
4245 0.702920250322 0.674034105264
4250 0.608257109766 0.583261097634
4255 0.640200113961 0.61389142055
4260 0.600054300289 0.57539537838
4265 0.714751372197 0.685379033289
