10563.0 383.0 -27.0
3738.0 155.0 -41.0
4462.0 205.0 -38.0
4389.0 259.0 30.0
6071.0 405.0 13.0
5000.0 338.0 6.0
5881.0 429.0 3.0
9361.0 385.0 -44.0
5229.0 458.0 2.0
5103.0 263.0 -68.0
4896.0 339.0 36.0
4818.0 198.0 -58.0
4713.0 247.0 -33.0
4399.0 243.0 -22.0
8855.0 182.0 -161.0
5106.0 230.0 -148.0
5788.0 408.0 -66.0
4995.0 239.0 -70.0
4630.0 271.0 -1.0
6173.0 431.0 -73.0
8564.0 383.0 -35.0
4928.0 256.0 -22.0
5394.0 456.0 -47.0
6456.0 419.0 -45.0
6170.0 396.0 20.0
4806.0 244.0 -36.0
4753.0 277.0 -3.0
4997.0 254.0 -6.0
4868.0 190.0 -247.0
5417.0 463.0 11.0
5176.0 248.0 -2.0
5060.0 285.0 8.0
5114.0 246.0 -227.0
6008.0 437.0 1.0
6028.0 435.0 -12.0
4862.0 261.0 -8.0
4772.0 255.0 -9.0
5879.0 434.0 -24.0
15302.0 249.0 -65.0
4889.0 251.0 -22.0
5971.0 408.0 -22.0
4478.0 96.0 -225.0
4130.0 46.0 -138.0
4994.0 251.0 -67.0
5844.0 429.0 -57.0
5000.0 250.0 -58.0
3875.0 147.0 -5.0
4843.0 277.0 -19.0
5072.0 266.0 -130.0
4346.0 216.0 -2.0
5771.0 320.0 2.0
4972.0 251.0 -48.0
4447.0 258.0 30.0
3525.0 105.0 -10.0
3445.0 105.0 -3.0
4952.0 266.0 -9.0
5126.0 282.0 13.0
4714.0 239.0 -60.0
4560.0 231.0 -12.0
6680.0 417.0 -22.0
4785.0 259.0 -38.0
3998.0 190.0 -5.0
4621.0 248.0 2.0
4199.0 242.0 21.0
4507.0 241.0 -10.0
4869.0 263.0 -13.0
4834.0 266.0 1.0
3992.0 190.0 6.0
9550.0 385.0 -23.0
4426.0 265.0 14.0
6401.0 404.0 -12.0
6004.0 436.0 3.0
4905.0 237.0 9.0
4611.0 259.0 3.0
4791.0 319.0 -6.0
6024.0 426.0 15.0
4874.0 191.0 -252.0
4902.0 248.0 -43.0
7176.0 361.0 54.0
5598.0 446.0 1.0
6328.0 421.0 -34.0
4955.0 268.0 -7.0
8061.0 388.0 7.0
9135.0 389.0 -3.0
15073.0 360.0 -1.0
5502.0 389.0 -10.0
5855.0 416.0 24.0
4713.0 244.0 -21.0
4766.0 250.0 -46.0
4380.0 78.0 -186.0
8347.0 393.0 -26.0
4239.0 453.0 -17.0
4746.0 276.0 -13.0
5315.0 262.0 -184.0
6318.0 415.0 20.0
4797.0 258.0 -10.0
17291.0 386.0 -14.0
4659.0 244.0 -17.0
4821.0 265.0 1.0
4385.0 270.0 -8.0
5998.0 382.0 28.0
6133.0 427.0 -41.0
8308.0 380.0 -27.0
4755.0 162.0 -237.0
5068.0 281.0 0.0
12230.0 419.0 30.0
10307.0 390.0 -14.0
5022.0 251.0 -6.0
3235.0 48.0 -20.0
3680.0 130.0 -23.0
4799.0 251.0 -24.0
5782.0 402.0 7.0
6114.0 395.0 10.0
6226.0 390.0 -7.0
4310.0 202.0 -54.0
4319.0 150.0 4.0
6609.0 414.0 -7.0
4842.0 258.0 -11.0
6677.0 417.0 -8.0
4442.0 254.0 -1.0
5707.0 367.0 1.0
5667.0 421.0 23.0
3941.0 186.0 5.0
6192.0 419.0 -24.0
4617.0 250.0 -21.0
5581.0 462.0 8.0
6761.0 390.0 4.0
4527.0 242.0 -19.0
5002.0 237.0 2.0
4942.0 264.0 -28.0
10766.0 165.0 37.0
10252.0 386.0 -37.0
4987.0 264.0 -2.0
4500.0 225.0 -20.0
5226.0 282.0 -13.0
5950.0 410.0 23.0
9772.0 383.0 -41.0
4706.0 253.0 -16.0
5993.0 441.0 -1.0
4724.0 282.0 -27.0
5530.0 460.0 -8.0
4162.0 210.0 -11.0
4067.0 170.0 -13.0
4681.0 255.0 8.0
6195.0 415.0 5.0
4450.0 253.0 36.0
4725.0 250.0 -24.0
5049.0 235.0 -5.0
6517.0 418.0 -3.0
4937.0 254.0 -38.0
4361.0 72.0 -185.0
4863.0 272.0 -57.0
6432.0 407.0 -19.0
12946.0 412.0 33.0
6124.0 402.0 2.0
5101.0 234.0 -21.0
6132.0 399.0 2.0
4821.0 254.0 -27.0
4204.0 199.0 -1.0
8247.0 393.0 -30.0
6477.0 402.0 -4.0
6172.0 406.0 -135.0
4779.0 314.0 -9.0
4985.0 271.0 -11.0
5108.0 275.0 -28.0
5000.0 294.0 -52.0
5711.0 439.0 -42.0
5136.0 270.0 -11.0
8538.0 375.0 -20.0
5892.0 419.0 -1.0
4848.0 259.0 -20.0
5317.0 324.0 -23.0
4844.0 327.0 7.0
5975.0 411.0 3.0
4804.0 249.0 -27.0
5837.0 398.0 -51.0
4397.0 209.0 -18.0
4599.0 268.0 -7.0
4897.0 261.0 -19.0
5799.0 419.0 -26.0
4808.0 308.0 -7.0
19251.0 380.0 -2.0
4836.0 284.0 23.0
4630.0 273.0 -19.0
4918.0 259.0 -13.0
4982.0 293.0 11.0
5016.0 255.0 -2.0
5066.0 278.0 -7.0
3146.0 45.0 -100.0
5180.0 282.0 20.0
3924.0 186.0 -22.0
10294.0 399.0 3.0
5301.0 464.0 12.0
33262.0 409.0 -9.0
6628.0 398.0 13.0
10271.0 399.0 -33.0
10727.0 391.0 -22.0
4773.0 267.0 -3.0
6506.0 406.0 -28.0
5780.0 389.0 9.0
5042.0 279.0 -21.0
8346.0 378.0 -15.0
6760.0 411.0 -21.0
6417.0 389.0 13.0
9272.0 393.0 -14.0
4530.0 225.0 14.0
7303.0 387.0 22.0
11651.0 403.0 9.0
4941.0 262.0 -18.0
10055.0 373.0 -43.0
5912.0 402.0 -18.0
6304.0 429.0 -14.0
7561.0 412.0 -11.0
9609.0 382.0 -25.0
4718.0 261.0 -28.0
7821.0 403.0 -11.0
22604.0 378.0 -2.0
3576.0 127.0 -3.0
7663.0 397.0 -18.0
7591.0 387.0 -9.0
14064.0 379.0 13.0
4853.0 285.0 -65.0
9547.0 389.0 -28.0
8573.0 342.0 -5.0
10999.0 388.0 -19.0
5232.0 265.0 -9.0
6470.0 407.0 -15.0
15545.0 381.0 -3.0
9517.0 364.0 -10.0
7494.0 385.0 -6.0
8276.0 381.0 -19.0
8371.0 396.0 -23.0
5602.0 440.0 6.0
8629.0 366.0 -4.0
4155.0 176.0 -3.0
9405.0 381.0 -55.0
5119.0 284.0 -8.0
6264.0 400.0 -13.0
7890.0 392.0 -5.0
4980.0 288.0 10.0
9235.0 391.0 -40.0
5869.0 392.0 -28.0
21672.0 362.0 0.0
9391.0 380.0 -40.0
9608.0 393.0 -60.0
7511.0 387.0 2.0
4483.0 265.0 4.0
8422.0 377.0 -9.0
4965.0 278.0 16.0
6216.0 394.0 -4.0
6979.0 380.0 -7.0
6764.0 409.0 1.0
19706.0 369.0 0.0
18738.0 303.0 -1.0
4484.0 157.0 -53.0
9581.0 382.0 -51.0
5232.0 457.0 7.0
8948.0 394.0 -25.0
5766.0 443.0 -44.0
7294.0 399.0 2.0
4667.0 256.0 -2.0
5029.0 269.0 3.0
6013.0 419.0 -56.0
10590.0 417.0 -6.0
8326.0 399.0 -18.0
4806.0 267.0 2.0
5084.0 271.0 10.0
6219.0 429.0 -5.0
3518.0 116.0 -14.0
4959.0 334.0 -1.0
5945.0 402.0 -32.0
37002.0 359.0 12.0
5797.0 426.0 0.0
7014.0 407.0 -12.0
6450.0 418.0 -34.0
16479.0 380.0 -4.0
10699.0 397.0 -7.0
5062.0 271.0 -11.0
3789.0 156.0 0.0
4927.0 301.0 -26.0
6247.0 421.0 -4.0
4377.0 215.0 -18.0
3641.0 112.0 -8.0
4475.0 262.0 -11.0
11551.0 407.0 7.0
4446.0 222.0 -42.0
12678.0 412.0 24.0
11752.0 408.0 5.0
5096.0 285.0 -3.0
15278.0 377.0 -5.0
5992.0 137.0 12.0
7317.0 402.0 10.0
3155.0 14.0 -44.0
11251.0 396.0 -5.0
16182.0 376.0 -7.0
5082.0 315.0 -26.0
9218.0 384.0 -37.0
4670.0 264.0 5.0
14524.0 381.0 -4.0
6919.0 316.0 31.0
4200.0 103.0 8.0
4470.0 192.0 -48.0
6479.0 409.0 1.0
17997.0 381.0 -5.0
5143.0 274.0 -3.0
4511.0 292.0 11.0
3333.0 48.0 -4.0
11515.0 402.0 18.0
4708.0 264.0 3.0
4749.0 266.0 2.0
14428.0 375.0 14.0
13657.0 370.0 12.0
16308.0 361.0 10.0
20461.0 380.0 -5.0
7854.0 399.0 -15.0
7801.0 397.0 -11.0
5238.0 248.0 -3.0
9975.0 385.0 -52.0
12786.0 414.0 16.0
12287.0 418.0 13.0
8176.0 377.0 -3.0
4381.0 268.0 10.0
17571.0 378.0 -5.0
4071.0 113.0 -13.0
5174.0 463.0 16.0
11165.0 405.0 0.0
4996.0 273.0 17.0
6287.0 165.0 14.0
16787.0 374.0 0.0
4872.0 261.0 -17.0
4445.0 289.0 1.0
8548.0 369.0 5.0
18634.0 372.0 0.0
9806.0 383.0 -44.0
12326.0 402.0 90.0
7138.0 393.0 -11.0
16482.0 377.0 6.0
4642.0 258.0 -12.0
4403.0 221.0 -12.0
5038.0 259.0 -28.0
8933.0 406.0 -24.0
25817.0 340.0 -16.0
14431.0 372.0 9.0
19169.0 352.0 5.0
4887.0 266.0 -16.0
7962.0 412.0 -20.0
8677.0 271.0 -20.0
5750.0 404.0 4.0
8579.0 325.0 -5.0
5904.0 213.0 5.0
5805.0 389.0 -54.0
7763.0 389.0 6.0
11710.0 237.0 -11.0
10092.0 166.0 19.0
4939.0 243.0 -48.0
10115.0 388.0 -23.0
5702.0 387.0 -108.0
15639.0 369.0 3.0
6944.0 380.0 27.0
7032.0 404.0 5.0
6786.0 393.0 -63.0
17316.0 385.0 -14.0
16697.0 286.0 -2.0
3566.0 102.0 -2.0
19332.0 325.0 -9.0
4764.0 254.0 -35.0
20368.0 282.0 -39.0
12601.0 408.0 14.0
8804.0 407.0 -48.0
18754.0 349.0 -10.0
35940.0 385.0 6.0
