113226.txt G8III 5804.0
113436.txt A3V 3308.0
113515.txt G8III 5804.0
113847.txt K1III 6104.0
113848.txt F5V 4508.0
113994.txt G8III 5804.0
113996.txt K5III 6504.0
114038.txt K1III 6104.0
114092.txt K4III 6404.0
114113.txt K3III 6304.0
114203.txt K0V 6008.0
114256.txt K0III 6004.0
114287.txt K5III 6504.0
114330.txt A0IV 3006.0
114357.txt K3III 6304.0
114642.txt F6V 4608.0
114710.txt G0V 5008.0
114946.txt G8III 5804.0
114961.txt M7III 7704.0
115004.txt K0III 6004.0
11503.txt A2V 3208.0
115061.txt K0III 6004.0
115136.txt K2III 6204.0
115202.txt K1III 6104.0
115383.txt G0V 5008.0
115444.txt K0II 6002.0
115539.txt G8III 5804.0
115604.txt F2III 4204.0
115617.txt G5V 5508.0
11592.txt F5V 4508.0
116292.txt K0III 6004.0
11636.txt A5V 3508.0
116656.txt A2V 3208.0
116658.txt B2IV 2206.0
116976.txt K1III 6104.0
117176.txt G5V 5508.0
117243.txt G5III 5504.0
11749.txt K0III 6004.0
117818.txt K0III 6004.0
117876.txt G8III 5804.0
118055.txt K0III 6004.0
118098.txt A3V 3308.0
118100.txt K5V 6508.0
118266.txt K1III 6104.0
119516.txt G5V 5508.0
120136.txt F5IV 4506.0
120164.txt K0III 6004.0
120315.txt B3V 2308.0
120348.txt K1III 6104.0
120452.txt K0III 6004.0
120933.txt K5III 6504.0
121146.txt K3IV 6306.0
121299.txt K2III 6204.0
121370.txt G0IV 5006.0
121560.txt F6V 4608.0
122408.txt A3V 3308.0
122563.txt F8IV 4806.0
1227.txt G8III 5804.0
12303.txt B9III 2904.0
123299.txt A0III 3004.0
12339.txt G8III 5804.0
123657.txt M4III 7404.0
123934.txt M1III 7104.0
123977.txt K0III 6004.0
124186.txt K4III 6404.0
124244.txt G5V 5508.0
124547.txt K3III 6304.0
124570.txt F5IV 4506.0
124850.txt F8IV 4806.0
124897.txt K1III 6104.0
125184.txt G5IV 5506.0
12533.txt K3II 6302.0
125451.txt F5IV 4506.0
125454.txt G8III 5804.0
125560.txt K3III 6304.0
126141.txt F5V 4508.0
126271.txt K4III 6404.0
126327.txt M8III 7804.0
126661.txt F0V 4008.0
126778.txt K0III 6004.0
126868.txt G2IV 5206.0
127334.txt G5V 5508.0
127665.txt K3III 6304.0
128000.txt K5III 6504.0
128167.txt F2V 4208.0
128385.txt F5V 4508.0
128750.txt K2III 6204.0
128987.txt G5V 5508.0
129132.txt G0V 5008.0
12929.txt K2III 6204.0
129312.txt G8III 5804.0
129336.txt G8III 5804.0
12953.txt A0I 3000.0
129956.txt B9V 2908.0
129972.txt G8III 5804.0
129978.txt K2III 6204.0
130025.txt K0V 6008.0
130087.txt G2IV 5206.0
130109.txt A0V 3008.0
130325.txt K0III 6004.0
130705.txt K4III 6404.0
130948.txt G2V 5208.0
130952.txt G8III 5804.0
131111.txt K0III 6004.0
131156.txt G8V 5808.0
131507.txt K4III 6404.0
131873.txt K4III 6404.0
131918.txt K4III 6404.0
132132.txt K1III 6104.0
132254.txt F6V 4608.0
132345.txt K3III 6304.0
132883.txt K1IV 6106.0
133165.txt K0III 6004.0
133208.txt G8III 5804.0
134063.txt G5III 5504.0
134083.txt F5V 4508.0
134169.txt G2V 5208.0
134190.txt G8III 5804.0
134474.txt G5V 5508.0
13475.txt B9V 2908.0
135148.txt K0III 6004.0
13530.txt G8III 5804.0
13555.txt F5V 4508.0
135722.txt G8III 5804.0
135742.txt B8V 2808.0
136064.txt F8IV 4806.0
13611.txt G8I 5800.0
136202.txt F8IV 4806.0
136479.txt K1III 6104.0
136512.txt K0III 6004.0
136726.txt K4III 6404.0
136729.txt A3V 3308.0
137052.txt F5IV 4506.0
137510.txt G0IV 5006.0
137759.txt K2III 6204.0
138279.txt F5III 4504.0
138481.txt K5III 6504.0
138716.txt K1IV 6106.0
138905.txt K0III 6004.0
139195.txt K0III 6004.0
139446.txt G8III 5804.0
139457.txt F8V 4808.0
139641.txt G8III 5804.0
139669.txt K5III 6504.0
140027.txt G8III 5804.0
140283.txt F2V 4208.0
140573.txt K2III 6204.0
1406.txt K3III 6304.0
141003.txt A2V 3208.0
141004.txt G0V 5008.0
141680.txt G8III 5804.0
141714.txt G5III 5504.0
142091.txt K1IV 6106.0
14214.txt G0IV 5006.0
142198.txt K0III 6004.0
142373.txt F8V 4808.0
142860.txt F5IV 4506.0
142980.txt K1IV 6106.0
143107.txt K2III 6204.0
143393.txt K2III 6204.0
143666.txt G8III 5804.0
143761.txt G0V 5008.0
144172.txt F8V 4808.0
144585.txt G5V 5508.0
14489.txt A2I 3200.0
145328.txt K1III 6104.0
145502.txt B2IV 2206.0
146051.txt M0III 7004.0
14625.txt G8III 5804.0
14626.txt K0III 6004.0
146791.txt G8III 5804.0
147394.txt B6IV 2606.0
147677.txt K0III 6004.0
14770.txt G8III 5804.0
147700.txt K0III 6004.0
148293.txt K2III 6204.0
148387.txt G8III 5804.0
148513.txt K4III 6404.0
148783.txt M6III 7604.0
148786.txt G8III 5804.0
149161.txt K4III 6404.0
14938.txt F5V 4508.0
149630.txt B9V 2908.0
149661.txt K2V 6208.0
149750.txt G5V 5508.0
149757.txt O9V 1908.0
150012.txt F5IV 4506.0
150100.txt B9V 2908.0
150117.txt B9V 2908.0
150177.txt F2V 4208.0
150449.txt K1III 6104.0
150453.txt F2V 4208.0
150680.txt G0IV 5006.0
150997.txt G8III 5804.0
151431.txt A3V 3308.0
151613.txt F2V 4208.0
151769.txt F8IV 4806.0
151862.txt A2V 3208.0
1522.txt K1III 6104.0
152569.txt F0V 4008.0
152601.txt K2III 6204.0
152614.txt B8V 2808.0
152792.txt G0V 5008.0
152815.txt G8III 5804.0
15318.txt B9III 2904.0
15335.txt G0V 5008.0
153597.txt F6V 4608.0
153653.txt A7V 3708.0
153808.txt A0V 3008.0
154278.txt K1III 6104.0
154431.txt A5V 3508.0
154445.txt B1V 2108.0
154543.txt K2I 6200.0
154660.txt B0V 2008.0
155358.txt G0V 5008.0
155514.txt A7V 3708.0
155763.txt B5III 2504.0
15596.txt G5III 5504.0
157089.txt F8V 4808.0
157198.txt A2V 3208.0
157214.txt G0V 5008.0
157373.txt F5V 4508.0
157466.txt F8V 4808.0
157740.txt A3V 3308.0
157741.txt B9V 2908.0
157910.txt G5III 5504.0
15798.txt F5V 4508.0
158148.txt B5V 2508.0
158261.txt A0V 3008.0
158352.txt A7V 3708.0
158414.txt A5V 3508.0
158485.txt A5V 3508.0
158614.txt G8IV 5806.0
158716.txt A2V 3208.0
158899.txt K4III 6404.0
159139.txt A2V 3208.0
15920.txt G8III 5804.0
159307.txt F8V 4808.0
159332.txt F6V 4608.0
160054.txt A5V 3508.0
160315.txt K0III 6004.0
160762.txt B2IV 2206.0
160765.txt A2V 3208.0
160933.txt F8V 4808.0
161056.txt B1V 2108.0
161096.txt K2III 6204.0
161693.txt A2V 3208.0
161797.txt G5IV 5506.0
161817.txt A2V 3208.0
161868.txt A0V 3008.0
162555.txt K1III 6104.0
162570.txt B0V 2008.0
163506.txt F2II 4202.0
163588.txt K2III 6204.0
163624.txt A3V 3308.0
163917.txt G8III 5804.0
163989.txt F6V 4608.0
163993.txt G8III 5804.0
164136.txt F2II 4202.0
164259.txt F2IV 4206.0
164284.txt B3V 2308.0
164353.txt B5I 2500.0
164577.txt A2V 3208.0
16458.txt G8I 5800.0
165029.txt A0V 3008.0
165195.txt K3III 6304.0
165341.txt K0V 6008.0
165358.txt A2V 3208.0
165401.txt G0V 5008.0
165645.txt F0V 4008.0
165687.txt K0III 6004.0
165760.txt G8III 5804.0
165908.txt F8V 4808.0
166014.txt B9V 2908.0
166046.txt A3V 3308.0
166207.txt K0III 6004.0
166208.txt G8III 5804.0
166229.txt K2III 6204.0
16673.txt F6V 4608.0
167006.txt M3III 7304.0
167042.txt K1III 6104.0
167588.txt F8V 4808.0
167768.txt G5III 5504.0
167771.txt O8III 1804.0
168009.txt G2V 5208.0
168092.txt F2V 4208.0
168151.txt F5V 4508.0
168199.txt B5V 2508.0
168270.txt B9V 2908.0
168322.txt G8III 5804.0
168656.txt G8III 5804.0
168720.txt M0III 7004.0
168723.txt K0III 6004.0
168775.txt K2III 6204.0
16895.txt F8V 4808.0
169191.txt K3III 6304.0
169305.txt M2III 7204.0
169414.txt K2III 6204.0
169578.txt B9V 2908.0
170693.txt K2III 6204.0
17081.txt B6IV 2606.0
171301.txt B8V 2808.0
171391.txt G8III 5804.0
171406.txt B5V 2508.0
172365.txt F8I 4800.0
172569.txt F0V 4008.0
172816.txt M4III 7404.0
172958.txt B8V 2808.0
173087.txt B5V 2508.0
173399.txt G5IV 5506.0
173495.txt A2V 3208.0
17361.txt K2III 6204.0
173667.txt F6V 4608.0
17378.txt A5III 3504.0
173780.txt K3III 6304.0
173936.txt B6V 2608.0
17463.txt F5I 4500.0
174959.txt B6IV 2606.0
17506.txt K3I 6300.0
175156.txt B5II 2502.0
175306.txt G8III 5804.0
175317.txt F5V 4508.0
175426.txt B3V 2308.0
17548.txt F8V 4808.0
175535.txt G8III 5804.0
175545.txt K2III 6204.0
175588.txt M3II 7302.0
175640.txt B9III 2904.0
175743.txt K1III 6104.0
175751.txt K2III 6204.0
176301.txt B6IV 2606.0
176318.txt B6IV 2606.0
176411.txt K1III 6104.0
176437.txt B9III 2904.0
176582.txt B6IV 2606.0
176819.txt B2IV 2206.0
177178.txt A5V 3508.0
177196.txt A7V 3708.0
177249.txt G5II 5502.0
177724.txt A0V 3008.0
177756.txt B9V 2908.0
177817.txt B8V 2808.0
177940.txt M7III 7704.0
178125.txt B9III 2904.0
178187.txt A5III 3504.0
178266.txt K5V 6508.0
178329.txt B3V 2308.0
178717.txt K4III 6404.0
17925.txt K2V 6208.0
179588.txt G8IV 5806.0
179761.txt B9III 2904.0
180006.txt G8III 5804.0
180028.txt F5I 4500.0
180163.txt B2IV 2206.0
180554.txt B6IV 2606.0
180610.txt K2III 6204.0
180711.txt G8III 5804.0
180890.txt G5V 5508.0
180928.txt K4III 6404.0
180968.txt B2IV 2206.0
181096.txt F5IV 4506.0
181276.txt G8III 5804.0
182293.txt K3IV 6306.0
182490.txt A2V 3208.0
182568.txt B2IV 2206.0
182572.txt G8IV 5806.0
182761.txt A0V 3008.0
182762.txt K0III 6004.0
18296.txt B9III 2904.0
183085.txt F0III 4004.0
183144.txt B5III 2504.0
18322.txt K1III 6104.0
183324.txt A0V 3008.0
184266.txt F2V 4208.0
184406.txt K3III 6304.0
18449.txt K2III 6204.0
184499.txt G0V 5008.0
18474.txt G5III 5504.0
184875.txt A2V 3208.0
184915.txt B1III 2104.0
184930.txt B5III 2504.0
185351.txt G8III 5804.0
185423.txt B3III 2304.0
185644.txt K1III 6104.0
185657.txt G5V 5508.0
185859.txt B1I 2100.0
186307.txt A7V 3708.0
186377.txt A5III 3504.0
186408.txt G2V 5208.0
186486.txt G8III 5804.0
186619.txt M0III 7004.0
186648.txt K0III 6004.0
186675.txt G8III 5804.0
187013.txt F8V 4808.0
187111.txt G8IV 5806.0
187340.txt A3III 3304.0
187428.txt F8I 4800.0
187459.txt B0I 2000.0
18768.txt F8V 4808.0
187691.txt F8V 4808.0
18778.txt A7III 3704.0
187811.txt B3V 2308.0
187929.txt F5I 4500.0
187961.txt B7V 2708.0
187983.txt A2I 3200.0
188001.txt O8III 1804.0
188119.txt G8III 5804.0
188209.txt O8III 1804.0
188260.txt B9III 2904.0
188310.txt G8III 5804.0
188350.txt A0III 3004.0
188485.txt A0III 3004.0
188728.txt A0IV 3006.0
188947.txt K0III 6004.0
189319.txt M0III 7004.0
189558.txt G0V 5008.0
189944.txt B5V 2508.0
190004.txt F2III 4204.0
190172.txt F5III 4504.0
190390.txt F2III 4204.0
190608.txt K2III 6204.0
190993.txt B3V 2308.0
191026.txt K0IV 6006.0
191046.txt K0III 6004.0
191243.txt B5I 2500.0
191277.txt K3III 6304.0
191372.txt M3III 7304.0
191610.txt B3V 2308.0
191615.txt G8IV 5806.0
191639.txt B1V 2108.0
1918.txt G8III 5804.0
192276.txt B8V 2808.0
192425.txt A2V 3208.0
192685.txt B3V 2308.0
192944.txt G8III 5804.0
193322.txt O9V 1908.0
193432.txt B9V 2908.0
193536.txt B3V 2308.0
193621.txt A0III 3004.0
194013.txt G8III 5804.0
194093.txt F8I 4800.0
19476.txt K0III 6004.0
194960.txt K0III 6004.0
19510.txt A0V 3008.0
195135.txt K2III 6204.0
195324.txt A2I 3200.0
195506.txt K2III 6204.0
195633.txt G0V 5008.0
195725.txt A7III 3704.0
195810.txt B5III 2504.0
196504.txt B9V 2908.0
19656.txt K0III 6004.0
196610.txt M6III 7604.0
196740.txt B6IV 2606.0
196758.txt K1III 6104.0
196777.txt M1III 7104.0
196787.txt G8III 5804.0
196867.txt B9V 2908.0
197812.txt M2I 7200.0
19787.txt K2III 6204.0
197912.txt G8III 5804.0
197939.txt M3III 7304.0
197964.txt K1IV 6106.0
198001.txt A2V 3208.0
198084.txt F8IV 4806.0
198149.txt K0IV 6006.0
198183.txt B5V 2508.0
198345.txt K5III 6504.0
198390.txt F5V 4508.0
199081.txt B5V 2508.0
199191.txt K0III 6004.0
199253.txt K0III 6004.0
199478.txt B8I 2800.0
199870.txt K0III 6004.0
19994.txt F8V 4808.0
199960.txt G2V 5208.0
200527.txt M4III 7404.0
200790.txt F8V 4808.0
20084.txt G5II 5502.0
201099.txt G0V 5008.0
20123.txt G5I 5500.0
201381.txt G8III 5804.0
201626.txt G8I 5800.0
201889.txt G2V 5208.0
201891.txt F8V 4808.0
202259.txt M1III 7104.0
202573.txt G5V 5508.0
202850.txt B8I 2800.0
202904.txt B3V 2308.0
203344.txt K1III 6104.0
203387.txt G8III 5804.0
203504.txt K1III 6104.0
203525.txt M0III 7004.0
204306.txt F5V 4508.0
204363.txt F8V 4808.0
204445.txt M1V 7108.0
204543.txt G0I 5000.0
204613.txt G0III 5004.0
204642.txt K2III 6204.0
20468.txt K1II 6102.0
204771.txt K0III 6004.0
204867.txt G0I 5000.0
205021.txt B3III 2304.0
205139.txt B3I 2300.0
205435.txt G8III 5804.0
205512.txt K1III 6104.0
205637.txt B3V 2308.0
206067.txt K0III 6004.0
206078.txt G8III 5804.0
206165.txt B3I 2300.0
20618.txt G5IV 5506.0
206453.txt G8III 5804.0
206632.txt M4III 7404.0
206936.txt M2I 7200.0
206952.txt K1III 6104.0
207089.txt K2I 6200.0
207130.txt K1III 6104.0
207134.txt K3III 6304.0
207330.txt B3III 2304.0
207516.txt B8V 2808.0
20797.txt M2I 7200.0
207978.txt F6V 4608.0
208110.txt G0III 5004.0
208202.txt K0III 6004.0
208501.txt B8I 2800.0
208906.txt F8V 4808.0
20893.txt K3III 6304.0
208947.txt B3V 2308.0
20902.txt F5I 4500.0
209409.txt B6IV 2606.0
209419.txt B5III 2504.0
209819.txt B9V 2908.0
210295.txt G8I 5800.0
210752.txt G0V 5008.0
210807.txt G8III 5804.0
210839.txt O5V 1508.0
210855.txt F8V 4808.0
210889.txt K2III 6204.0
210939.txt K1III 6104.0
211391.txt G8III 5804.0
212496.txt G8III 5804.0
212571.txt B1V 2108.0
2126.txt K0III 6004.0
212943.txt K0III 6004.0
212978.txt B3V 2308.0
213660.txt A7V 3708.0
214376.txt K2III 6204.0
214567.txt K0II 6002.0
214923.txt B8V 2808.0
215373.txt K0III 6004.0
215648.txt F8V 4808.0
215721.txt G8III 5804.0
216131.txt G8III 5804.0
216143.txt G5V 5508.0
216174.txt K1III 6104.0
216219.txt G0III 5004.0
216228.txt K0III 6004.0
216385.txt F8IV 4806.0
216640.txt K1III 6104.0
217014.txt G2IV 5206.0
217675.txt B5III 2504.0
217906.txt M2III 7204.0
218029.txt K3III 6304.0
218031.txt K0III 6004.0
218101.txt G8IV 5806.0
218470.txt F5V 4508.0
218502.txt F2V 4208.0
218504.txt G2V 5208.0
218857.txt G5V 5508.0
218935.txt G8III 5804.0
219134.txt K3V 6308.0
219449.txt K0III 6004.0
219615.txt G8III 5804.0
219945.txt K0III 6004.0
219962.txt K1III 6104.0
220009.txt K2III 6204.0
220117.txt F5V 4508.0
22049.txt K2V 6208.0
220575.txt B9III 2904.0
220825.txt A0IV 3006.0
220954.txt K1III 6104.0
221115.txt G8III 5804.0
221148.txt K3III 6304.0
221170.txt G2IV 5206.0
221345.txt G8III 5804.0
221615.txt M5III 7504.0
221830.txt F8V 4808.0
221861.txt G8I 5800.0
222107.txt G8III 5804.0
22211.txt G0IV 5006.0
222368.txt F8V 4808.0
222404.txt K1IV 6106.0
222439.txt B9V 2908.0
222574.txt G2I 5200.0
223047.txt G5I 5500.0
223165.txt K1III 6104.0
223252.txt G8III 5804.0
223385.txt A2I 3200.0
223460.txt G0III 5004.0
223869.txt K1III 6104.0
224533.txt G8III 5804.0
22468.txt G8V 5808.0
224801.txt B9V 2908.0
22484.txt F8V 4808.0
224926.txt B6IV 2606.0
224930.txt G5V 5508.0
225132.txt B9V 2908.0
225180.txt A0III 3004.0
225212.txt K3I 6300.0
225239.txt G2V 5208.0
23183.txt G8III 5804.0
232078.txt K3II 6302.0
23249.txt K0IV 6006.0
233891.txt G5III 5504.0
237846.txt F8V 4808.0
237903.txt K7V 6708.0
23841.txt K1III 6104.0
24398.txt B1I 2100.0
24421.txt F5V 4508.0
2454.txt F6V 4608.0
24760.txt B1V 2108.0
249.txt K1IV 6106.0
25173.txt F8V 4808.0
25291.txt F0II 4002.0
25329.txt K2V 6208.0
25457.txt F5V 4508.0
25604.txt K0III 6004.0
25621.txt F5IV 4506.0
25642.txt A0I 3000.0
25940.txt B3V 2308.0
25975.txt K1III 6104.0
2628.txt A7III 3704.0
26297.txt G5IV 5506.0
26574.txt F2III 4204.0
2665.txt G5III 5504.0
26965.txt K2V 6208.0
27022.txt G5II 5502.0
27295.txt B9V 2908.0
27348.txt G8III 5804.0
27371.txt K0III 6004.0
27382.txt K1III 6104.0
27697.txt K0III 6004.0
2796.txt F5III 4504.0
27971.txt K1III 6104.0
28099.txt G2V 5208.0
28100.txt G8III 5804.0
28292.txt K2III 6204.0
28305.txt G8III 5804.0
28307.txt K0III 6004.0
28527.txt A6IV 3606.0
2857.txt A3III 3304.0
28978.txt A2V 3208.0
29139.txt K5III 6504.0
2952.txt K0III 6004.0
29574.txt K0III 6004.0
29613.txt K0III 6004.0
29645.txt G0V 5008.0
29763.txt B3V 2308.0
30562.txt F8V 4808.0
30614.txt A0I 3000.0
30652.txt F6V 4608.0
30739.txt A0V 3008.0
30743.txt F5V 4508.0
30812.txt K1III 6104.0
30814.txt K0III 6004.0
30834.txt K3III 6304.0
31295.txt A0V 3008.0
31421.txt K2III 6204.0
32147.txt K3V 6308.0
32356.txt K4II 6402.0
3268.txt F8V 4808.0
32923.txt G5V 5508.0
33111.txt A3III 3304.0
33256.txt F2V 4208.0
33276.txt F2IV 4206.0
3360.txt B2IV 2206.0
33608.txt F5V 4508.0
33751.txt K0V 6008.0
338529.txt B5V 2508.0
33904.txt B9III 2904.0
33959.txt F2IV 4206.0
34255.txt K4I 6400.0
34334.txt K3III 6304.0
34411.txt G2IV 5206.0
3454.txt F5V 4508.0
34578.txt A5III 3504.0
34797.txt B8V 2808.0
34816.txt B2IV 2206.0
35296.txt F8V 4808.0
35369.txt G8III 5804.0
35410.txt G8III 5804.0
3546.txt G8III 5804.0
35468.txt B3III 2304.0
35497.txt B9III 2904.0
35620.txt K3III 6304.0
358.txt B8V 2808.0
36130.txt G0V 5008.0
36389.txt M2I 7200.0
36673.txt F0I 4000.0
36861.txt O8III 1804.0
37043.txt O8III 1804.0
37088.txt G0V 5008.0
37160.txt K0III 6004.0
37216.txt G5V 5508.0
37269.txt B9V 2908.0
37394.txt K2V 6208.0
37828.txt K0V 6008.0
37984.txt K1III 6104.0
37986.txt K0IV 6006.0
3817.txt G8III 5804.0
38656.txt G8III 5804.0
38674.txt K2I 6200.0
38899.txt B9V 2908.0
39003.txt G8III 5804.0
39118.txt G8III 5804.0
39225.txt M1III 7104.0
39283.txt A2V 3208.0
39587.txt G0V 5008.0
39801.txt M2I 7200.0
39833.txt G0III 5004.0
39853.txt K5III 6504.0
39866.txt A2I 3200.0
400.txt F8IV 4806.0
40035.txt K0III 6004.0
40111.txt B2II 2202.0
40136.txt F2V 4208.0
40183.txt A2V 3208.0
40239.txt M3II 7302.0
40460.txt K1III 6104.0
40536.txt A7III 3704.0
40801.txt K0III 6004.0
41117.txt B1I 2100.0
4128.txt K0III 6004.0
41330.txt G0V 5008.0
41597.txt G8III 5804.0
41636.txt G8III 5804.0
41640.txt F5V 4508.0
41692.txt B6IV 2606.0
417.txt K0III 6004.0
4188.txt K0III 6004.0
42475.txt M2I 7200.0
42543.txt M2I 7200.0
43039.txt G8III 5804.0
43042.txt F6V 4608.0
4306.txt G0III 5004.0
4307.txt G2V 5208.0
43232.txt K2III 6204.0
43247.txt B9III 2904.0
43318.txt F6V 4608.0
43380.txt K2III 6204.0
43384.txt B3I 2300.0
43827.txt K1III 6104.0
43947.txt F8V 4808.0
4395.txt G5V 5508.0
44007.txt G5IV 5506.0
44033.txt K3I 6300.0
44478.txt M3III 7304.0
44537.txt M2I 7200.0
44769.txt A5IV 3506.0
44951.txt K3III 6304.0
4502.txt K1II 6102.0
45282.txt G0V 5008.0
45410.txt K0III 6004.0
45412.txt F8I 4800.0
45674.txt F0II 4002.0
4614.txt G0V 5008.0
46184.txt K1III 6104.0
46317.txt F5V 4508.0
46480.txt G8V 5808.0
46588.txt F8V 4808.0
46703.txt F8IV 4806.0
47105.txt A0IV 3006.0
47205.txt K1III 6104.0
4727.txt B5V 2508.0
4744.txt G8IV 5806.0
47731.txt G5I 5500.0
47839.txt O9V 1908.0
4813.txt F8IV 4806.0
4817.txt K3I 6300.0
48329.txt G8I 5800.0
48432.txt K0III 6004.0
48433.txt K1III 6104.0
48682.txt G0V 5008.0
48737.txt F5IV 4506.0
48781.txt K1III 6104.0
49178.txt G0V 5008.0
49520.txt K3III 6304.0
4963.txt K1III 6104.0
49732.txt F8V 4808.0
5007.txt K1III 6104.0
5015.txt F8V 4808.0
50420.txt A7III 3704.0
50692.txt G0V 5008.0
51309.txt B3I 2300.0
51440.txt K2III 6204.0
51530.txt F8V 4808.0
5234.txt K2III 6204.0
52711.txt G5V 5508.0
5286.txt K1IV 6106.0
5394.txt B2IV 2206.0
5395.txt G8III 5804.0
54322.txt G5V 5508.0
54662.txt O8III 1804.0
54717.txt F5V 4508.0
54719.txt K2III 6204.0
54810.txt K0III 6004.0
5516.txt G8III 5804.0
55280.txt K2III 6204.0
55575.txt G0V 5008.0
56986.txt F2IV 4206.0
57264.txt G8III 5804.0
5750.txt F5V 4508.0
57651.txt K5III 6504.0
57669.txt K0III 6004.0
57727.txt G8III 5804.0
58207.txt G8III 5804.0
58343.txt B3V 2308.0
5848.txt K2III 6204.0
58526.txt G2I 5200.0
58551.txt F6V 4608.0
58855.txt F6V 4608.0
58946.txt F0V 4008.0
5916.txt G8III 5804.0
59380.txt F8V 4808.0
59881.txt F0III 4004.0
59984.txt F5V 4508.0
60179.txt A0V 3008.0
61064.txt F5III 4504.0
61295.txt F6V 4608.0
6186.txt G8III 5804.0
61935.txt G8III 5804.0
6203.txt K0III 6004.0
62301.txt F8V 4808.0
62509.txt K0III 6004.0
63302.txt K3I 6300.0
63333.txt F5V 4508.0
63352.txt K0III 6004.0
63410.txt G8III 5804.0
63791.txt G0I 5000.0
6397.txt F5III 4504.0
64238.txt F2IV 4206.0
6461.txt G2V 5208.0
6482.txt K0III 6004.0
64937.txt K4I 6400.0
6497.txt K2III 6204.0
65583.txt G8V 5808.0
65714.txt G8III 5804.0
6582.txt G5V 5508.0
65900.txt A0V 3008.0
67228.txt G0IV 5006.0
6734.txt K0IV 6006.0
6763.txt F0III 4004.0
6805.txt K2III 6204.0
6833.txt G8III 5804.0
6834.txt F2V 4208.0
6840.txt G0V 5008.0
68988.txt G0V 5008.0
6920.txt F8V 4808.0
693.txt F5V 4508.0
69582.txt G5V 5508.0
69830.txt K0V 6008.0
69897.txt F6V 4608.0
70110.txt F8V 4808.0
7087.txt G8III 5804.0
71369.txt G5III 5504.0
71479.txt G0V 5008.0
71597.txt K2III 6204.0
71952.txt K0IV 6006.0
72184.txt K2III 6204.0
72324.txt G8III 5804.0
72660.txt A0V 3008.0
72946.txt G5V 5508.0
72968.txt A0V 3008.0
73394.txt G5III 5504.0
74280.txt B3V 2308.0
7439.txt F5V 4508.0
74395.txt G2I 5200.0
74462.txt G5IV 5506.0
74721.txt A0V 3008.0
7476.txt F5V 4508.0
75332.txt F8V 4808.0
75333.txt B9V 2908.0
75732.txt G8V 5808.0
75782.txt G0V 5008.0
76151.txt G2V 5208.0
76219.txt G8I 5800.0
76291.txt K1IV 6106.0
76294.txt G8III 5804.0
76351.txt K5III 6504.0
76376.txt K2III 6204.0
76508.txt K1III 6104.0
76579.txt K3III 6304.0
76644.txt A7V 3708.0
76780.txt G5V 5508.0
76813.txt G8III 5804.0
76932.txt F8IV 4806.0
76943.txt F5V 4508.0
76944.txt K5V 6508.0
77350.txt A0III 3004.0
77601.txt F5III 4504.0
77818.txt K1IV 6106.0
77912.txt G8I 5800.0
78209.txt A0IV 3006.0
78249.txt K1IV 6106.0
78316.txt B9III 2904.0
78362.txt F5III 4504.0
78418.txt G5IV 5506.0
78479.txt K3III 6304.0
78558.txt G2V 5208.0
78712.txt M6III 7604.0
79028.txt F8V 4808.0
79158.txt B9III 2904.0
79452.txt G5III 5504.0
