Wave Flux FluxNorm
3600 0.527221018574 0.49858730578
3603 0.387932677306 0.36686380396
3606 0.364195596326 0.344415899124
3609 0.278460065868 0.263336720497
3612 0.390018327659 0.368836181301
3615 0.432349096191 0.408867938553
3618 0.299810955792 0.283528029849
3621 0.351881187394 0.332770293665
3624 0.438533235701 0.414716213467
3627 0.562813311661 0.532246558525
3630 0.42411628561 0.401082257213
3633 0.329261710887 0.311379295483
3636 0.404509460187 0.382540291096
3639 0.507705305284 0.480131503437
3642 0.483731049751 0.45745930515
3645 0.388591712548 0.367487046574
3648 0.332528267392 0.314468443202
3651 0.425611551112 0.402496313883
3654 0.527361813378 0.498720453927
3657 0.558900991336 0.528546718834
3660 0.578824065665 0.547387758176
3663 0.518717080381 0.490545221942
3666 0.534003428455 0.505001358616
3669 0.478441246188 0.452456794223
3672 0.554569769701 0.524450728634
3675 0.561206428539 0.53072694626
3678 0.455481123403 0.430743650482
3681 0.439156899402 0.415306005591
3684 0.506127506455 0.478639395878
3687 0.381191541303 0.360488783392
3690 0.516167588255 0.488134194374
3693 0.544531719062 0.514957850985
3696 0.511788581102 0.483993013918
3699 0.603299169103 0.570533602996
3702 0.58314372192 0.55147281112
3705 0.36758023115 0.347616712252
3708 0.376703881956 0.356244851712
3711 0.500649272215 0.473458688065
3714 0.649440067351 0.614168559368
3717 0.557561703729 0.5272801688
3720 0.27164152936 0.256888503094
3723 0.352915265746 0.333748210557
3726 0.526178932415 0.497601815991
3729 0.475693762962 0.449858528579
3732 0.395901425796 0.374399764592
3735 0.201031918008 0.190113745173
3738 0.304645889193 0.288100374906
3741 0.502447748477 0.475159487924
3744 0.343082441026 0.324449412875
3747 0.282760546404 0.267403639168
3750 0.253840846355 0.240054586639
3753 0.502605145071 0.475308336207
3756 0.582396114554 0.550765806791
3759 0.311405322574 0.294492699111
3762 0.437208163432 0.413463106725
3765 0.433232523053 0.409703385933
3768 0.404904816305 0.382914175169
3771 0.501527455457 0.47428917661
3774 0.575283881787 0.544039843963
3777 0.547976265008 0.518215321423
3780 0.601245060943 0.568591054772
3783 0.603529233883 0.57075117281
3786 0.487889770494 0.461392163093
3789 0.387603584909 0.366552584784
3792 0.473143783228 0.447447039885
3795 0.384608529807 0.363720193051
3798 0.339143327411 0.320724235055
3801 0.453271254463 0.428653800946
3804 0.558039072157 0.527731611041
3807 0.446110746555 0.42188218483
3810 0.524478267358 0.495993515147
3813 0.434994434288 0.411369606636
3816 0.311883437081 0.294944846911
3819 0.337558346348 0.319225335334
3822 0.320003653295 0.302624048956
3825 0.244033845348 0.230780210167
3828 0.258643245139 0.244596164054
3831 0.307374083794 0.290680399503
3834 0.236260767918 0.223429293575
3837 0.311808894454 0.294874352742
3840 0.235444211959 0.222657085296
3843 0.406251125819 0.384187365747
3846 0.397038659527 0.375475234427
3849 0.360820107346 0.341223735122
3852 0.385138585298 0.364221460888
3855 0.339579969913 0.321137163222
3858 0.298723517879 0.282499651389
3861 0.270067091977 0.255399574419
3864 0.411847044374 0.389479366364
3867 0.365976929779 0.34610048721
3870 0.300443152964 0.284125891987
3873 0.306187387307 0.289558153266
3876 0.446871707262 0.422601817271
3879 0.321308017811 0.303857572597
3882 0.313310396627 0.296294307366
3885 0.426638351918 0.403467348477
3888 0.366144803423 0.346259243528
3891 0.501193777135 0.473973620573
3894 0.534040658478 0.505036566652
3897 0.539964752576 0.510638919388
3900 0.488302494929 0.461782472198
3903 0.499113188328 0.472006029882
3906 0.424657597593 0.401594170193
3909 0.56518280335 0.534487361596
3912 0.604620039987 0.571782736532
3915 0.573723552785 0.542564257433
3918 0.530407751502 0.501600965192
3921 0.402684066195 0.380814035426
3924 0.459371681026 0.434422909416
3927 0.359807367593 0.340265997917
3930 0.207388543229 0.196125137988
3933 0.132009238166 0.124839731491
3936 0.172194812756 0.162842801665
3939 0.323955099046 0.306360889146
3942 0.383340008329 0.362520565791
3945 0.416375070874 0.393761472831
3948 0.499328607129 0.47220974915
3951 0.592775360728 0.560581349426
3954 0.589817029572 0.557783687139
3957 0.539684256239 0.510373656986
3960 0.552788023471 0.522765750188
3963 0.335964706785 0.317718247361
3966 0.230111933525 0.217614406334
3969 0.143049423422 0.135280317182
3972 0.273258653716 0.258417800386
3975 0.443691873862 0.419594682669
3978 0.580677241823 0.549140287144
3981 0.674327517836 0.637704356401
3984 0.634087057139 0.59964938102
3987 0.698808260144 0.660855533841
3990 0.701436949098 0.663341457006
3993 0.750437718892 0.70968096346
3996 0.685134608709 0.647924507214
3999 0.737607024198 0.697547112051
4002 0.79539350259 0.752195169615
4005 0.659912719972 0.624072435486
4008 0.754599229281 0.713616459541
4011 0.801628732827 0.758091760486
4014 0.801636501056 0.758099106817
4017 0.797734601237 0.754409121688
4020 0.825147034112 0.780332767694
4023 0.797891525325 0.754557523128
4026 0.813327658771 0.769155310234
4029 0.862363092566 0.815527598063
4032 0.64358683709 0.608633221809
4035 0.711456041415 0.672816405972
4038 0.890396984929 0.842038951692
4041 0.802615029677 0.759024490919
4044 0.699312912371 0.66133277808
4047 0.639014242176 0.604308967467
4050 0.840597287277 0.794943907667
4053 0.783273328161 0.74073324966
4056 0.739512080081 0.699348703124
4059 0.718213388352 0.679206757049
4062 0.734195282003 0.694320663771
4065 0.668317663986 0.632020901581
4068 0.765845345282 0.724251791745
4071 0.715458480881 0.676601470375
4074 0.809341115926 0.765385279096
4077 0.604125886707 0.571315421035
4080 0.791270468093 0.748296059775
4083 0.821336906732 0.776729570784
4086 0.797307422442 0.754005143249
4089 0.935729994022 0.884909895888
4092 0.859714765693 0.813023103528
4095 0.833086460119 0.787840998365
4098 0.778895062135 0.736592770079
4101 0.626869677815 0.592823982212
4104 0.756038925099 0.714977964553
4107 0.853043672935 0.806714322111
4110 0.780352665481 0.737971210049
4113 0.840447306677 0.794802072609
4116 0.884638454229 0.8365931705
4119 0.76909912414 0.72732885578
4122 0.809399202875 0.765440211305
4125 0.840783317102 0.795119834092
4128 0.771446416492 0.729548665174
4131 0.753225922674 0.7123177381
4134 0.691015120203 0.653485644345
4137 0.849919621719 0.803759940126
4140 0.883533228198 0.835547970007
4143 0.632439322873 0.598091136263
4146 0.795264958917 0.752073607233
4149 0.782298767472 0.739811617988
