Wave Flux FluxNorm
3600 0.330813351763 0.313824894825
3603 0.243866402704 0.231342984713
3606 0.244855234093 0.23228103605
3609 0.183274301091 0.173862505722
3612 0.246073969241 0.233437184758
3615 0.282955746085 0.268424949543
3618 0.1988424602 0.188631183797
3621 0.24549820248 0.232890985695
3624 0.291326687286 0.276366012768
3627 0.364936379899 0.346195582582
3630 0.274734431096 0.260625828685
3633 0.224253106347 0.212736901755
3636 0.259871172543 0.246525851985
3639 0.338532859909 0.321147978428
3642 0.305356425683 0.289675273575
3645 0.25479281648 0.241708287794
3648 0.219876318796 0.208584878007
3651 0.281483562129 0.267028367535
3654 0.331032122844 0.314032431222
3657 0.36333386317 0.344675360858
3660 0.367615745057 0.348737352691
3663 0.327410524013 0.310596814534
3666 0.341986854258 0.324424597728
3669 0.29928815842 0.283918633688
3672 0.352003012392 0.333926390073
3675 0.3653147227 0.346554496118
3678 0.30271812803 0.287172462007
3681 0.295097108497 0.279942809271
3684 0.325832869005 0.309100177792
3687 0.244369721709 0.231820456475
3690 0.34042125338 0.322939396093
3693 0.337736528473 0.320392541478
3696 0.330965084038 0.313968835101
3699 0.396604800868 0.37623771609
3702 0.381852525359 0.362243023055
3705 0.239345612924 0.227054353769
3708 0.252915370748 0.239927255661
3711 0.324489661396 0.307825948731
3714 0.434507603818 0.412194073613
3717 0.369758745906 0.350770302728
3720 0.182242639609 0.172883823773
3723 0.237722247071 0.225514353598
3726 0.349887005707 0.331919047951
3729 0.310237947365 0.294306111539
3732 0.264337217409 0.250762549364
3735 0.141130259222 0.133882712173
3738 0.210921207869 0.200089644275
3741 0.32729961209 0.310491598337
3744 0.230762460808 0.218911977424
3747 0.198689457448 0.188486038287
3750 0.174197562497 0.165251890343
3753 0.322956071041 0.306371113763
3756 0.358783894632 0.340359049589
3759 0.18865565219 0.178967505063
3762 0.26019147154 0.246829702474
3765 0.278754238246 0.264439204262
3768 0.271101906918 0.257179847705
3771 0.317614962524 0.301304290403
3774 0.350702307643 0.332692481196
3777 0.330670130383 0.313689028378
3780 0.360203242298 0.341705508642
3783 0.363717282798 0.345039090507
3786 0.29889564154 0.283546273963
3789 0.235740161264 0.223634055035
3792 0.283798829718 0.269224737795
3795 0.238987766677 0.226714884216
3798 0.214682875105 0.203658136352
3801 0.288267501683 0.273463927362
3804 0.350627845848 0.332621843282
3807 0.267602073583 0.253859743416
3810 0.322375155309 0.305820030146
3813 0.268936394066 0.255125541737
3816 0.202811177383 0.192396093061
3819 0.209629405878 0.198864180968
3822 0.197504109325 0.187361562059
3825 0.153617549455 0.145728735083
3828 0.176000457905 0.166962200579
3831 0.19452473457 0.184535188927
3834 0.156027872518 0.148015279376
3837 0.195411810806 0.185376710604
3840 0.157792293247 0.149689090747
3843 0.251138667582 0.238241792601
3846 0.233927479001 0.221914460534
3849 0.210323716699 0.199522836429
3852 0.225030209577 0.213474097936
3855 0.209759307227 0.198987411415
3858 0.186556286359 0.176975949227
3861 0.17227710282 0.163430053186
3864 0.241193715707 0.228807549818
3867 0.215702743934 0.204625631244
3870 0.176765661291 0.167688108015
3873 0.185674216802 0.17613917712
3876 0.253212399759 0.240209031163
3879 0.198943374988 0.188726916247
3882 0.179996909073 0.170753419587
3885 0.269351898946 0.255519708945
3888 0.246590143722 0.233926851822
3891 0.321279688572 0.304780819571
3894 0.333390816024 0.316269997014
3897 0.338876377001 0.32147385468
3900 0.313816097282 0.297700510572
3903 0.321168947905 0.304675765836
3906 0.267141408375 0.253422735025
3909 0.348035044505 0.330162191625
3912 0.375208670856 0.355940354405
3915 0.34612802389 0.328353103387
3918 0.330278836579 0.313317828921
3921 0.257360099612 0.244143731692
3924 0.291855517539 0.276867685683
3927 0.221781376475 0.210392104114
3930 0.127246254806 0.120711701382
3933 0.0774448536154 0.0734677814878
3936 0.110533306278 0.104857022948
3939 0.201488425862 0.191141269594
3942 0.233037322215 0.221070016505
3945 0.268764415713 0.254962395092
3948 0.319472998281 0.303066909333
3951 0.377157650891 0.357789247298
3954 0.390215130579 0.370176178381
3957 0.34920861495 0.331275495002
3960 0.356687337231 0.338370157962
3963 0.215823423695 0.204740113665
3966 0.144144517233 0.13674217718
3969 0.0896530923445 0.0850490831938
3972 0.174853242585 0.165873898897
3975 0.291696904885 0.27671721836
3978 0.386627937574 0.366773200655
3981 0.438899457811 0.416360390087
3984 0.422466984365 0.400771783329
3987 0.466635739224 0.442672313566
3990 0.470162068132 0.446017552786
3993 0.499977824807 0.474302162983
3996 0.456802919677 0.433344444713
3999 0.495358108388 0.469919685639
4002 0.546654737543 0.518582048157
4005 0.446559407002 0.423626973302
4008 0.520372020446 0.493649043232
4011 0.544974200115 0.516987812377
4014 0.552272457461 0.523911277927
4017 0.542906586359 0.515026378034
4020 0.563060030621 0.534144870356
4023 0.550330522124 0.522069067962
4026 0.558957303561 0.530252833106
4029 0.608863019766 0.577595711063
4032 0.469171216218 0.445077584685
4035 0.509273936578 0.483120885937
4038 0.62996829635 0.59761715569
4041 0.567269604914 0.53813826785
4044 0.496943749224 0.471423898108
4047 0.465983156257 0.442053243085
4050 0.599330227979 0.568552462463
4053 0.559643846231 0.530904119337
4056 0.521013636413 0.494257709908
4059 0.512006444041 0.485713069301
4062 0.53228605659 0.504951250716
4065 0.478696378205 0.454113595303
4068 0.548427045897 0.520263342094
4071 0.52691436783 0.499855417518
4074 0.592042188747 0.561638690292
4077 0.435858418711 0.413475519297
4080 0.578014551905 0.548331423119
4083 0.580223856373 0.550427271846
4086 0.570482237012 0.541185919721
4089 0.681075639894 0.646099953096
4092 0.629954335276 0.597603911568
4095 0.608047846127 0.576822399526
4098 0.580523517181 0.550711543992
4101 0.452604556415 0.429361682524
4104 0.557713619326 0.529073016535
4107 0.628729149302 0.596441643306
4110 0.570641278165 0.541336793537
4113 0.601055449471 0.570189087619
4116 0.641491466483 0.608548569539
4119 0.551375557945 0.52306043743
4122 0.589692890966 0.559410037412
4125 0.613712547811 0.582196198379
4128 0.563853181939 0.534897290498
4131 0.546105210777 0.51806074157
4134 0.502508662215 0.476703032776
4137 0.610080202562 0.57875038714
4140 0.633129308289 0.600615838283
4143 0.449260841329 0.426189679248
4146 0.578484539022 0.548777274704
4149 0.570002024606 0.540730367951
4152 0.558990319801 0.530284153843
4155 0.540177034587 0.512436998575
4158 0.590406300007 0.56008681033
4161 0.609093661876 0.577814508871
4164 0.622860558838 0.590874426095
4167 0.578496958428 0.548789056329
4170 0.607199954552 0.576018050237
4173 0.46944716334 0.445339360929
4176 0.549110239625 0.520911451364
4179 0.549832503392 0.521596624285
4182 0.551463393675 0.52314376248
4185 0.625727799203 0.593594423343
4188 0.549742398364 0.521511146476
4191 0.576703967807 0.547088142233
4194 0.636168663544 0.6034991117
4197 0.517637430361 0.491054884196
4200 0.537508056112 0.509905081756
4203 0.534248712755 0.506813117418
4206 0.591181855993 0.560822538723
4209 0.640512908283 0.607620263828
4212 0.635187077861 0.602567933976
4215 0.517198071808 0.490638088287
4218 0.660673203711 0.626745255484
4221 0.727448926662 0.690091804588
4224 0.553381595845 0.52496345806
4227 0.37804079884 0.358627042419
4230 0.668876622538 0.634527399211
4233 0.61232238105 0.580877421687
4236 0.561606661581 0.53276613705
4239 0.587565514597 0.557391909481
4242 0.649569751002 0.616212005057
4245 0.698489461858 0.662619512591
4248 0.559775652333 0.531029156721
4251 0.56880155983 0.539591551364
4254 0.578509148581 0.548800620474
4257 0.651026075685 0.617593542223
4260 0.514677696012 0.488247142865
4263 0.655862532332 0.622181629404
4266 0.704776200923 0.668583404965
4269 0.598182159877 0.567463351793
4272 0.457710100635 0.434205038662
4275 0.519794056561 0.493100759874
4278 0.674491035768 0.639853492103
4281 0.565086502253 0.536067275373
4284 0.622065232588 0.590119942713
4287 0.557787969805 0.529143548849
4290 0.472311922618 0.448057004502
4293 0.613825792432 0.58230362748
4296 0.547790080578 0.519659087238
4299 0.398694673771 0.378220266493
4302 0.411234605287 0.390116227368
4305 0.422223595122 0.400540893
4308 0.353134958136 0.335000206326
4311 0.396780676128 0.376404559522
4314 0.543660784395 0.515741845285
4317 0.821210299006 0.779038192809
4320 0.772625238235 0.732948149873
4323 0.606718376232 0.575561202698
4326 0.486432589891 0.461452524659
4329 0.753556168524 0.714858345563
4332 0.737089122677 0.699236941822
4335 0.803241031192 0.761991711609
4338 0.588141473869 0.55793829117
4341 0.516086624478 0.48958371778
4344 0.709110443297 0.672695068385
4347 0.742487081839 0.704357696341
4350 0.771145183361 0.731544101147
4353 0.620411926525 0.58855153987
4356 0.715876007915 0.679113196896
4359 0.674162393157 0.639541726475
4362 0.775407406727 0.735587443994
4365 0.82335119583 0.781069146872
4368 0.697685207351 0.661856559449
4371 0.713808666123 0.67715202055
4374 0.620889978035 0.589005041713
4377 0.719725502896 0.682765006447
4380 0.74167709793 0.703589308023
4383 0.499989579924 0.474313314432
4386 0.628633743475 0.596351136911
4389 0.665687073422 0.631501644929
4392 0.702128743896 0.666071904391
4395 0.675737784459 0.64103621576
4398 0.786324075947 0.745943502936
4401 0.688486846079 0.653130567154
4404 0.646436914998 0.613240051464
4407 0.695491066613 0.659775095739
4410 0.766333633658 0.726979641849
4413 0.841871024403 0.798637915554
4416 0.684714669461 0.64955210539
4419 0.823588025185 0.781293814186
4422 0.753554467361 0.714856731761
4425 0.799058558415 0.758024023871
4428 0.808325065652 0.76681466259
