Wave Flux FluxNorm
3600 0.232024171773 0.222056856844
3605 0.173328657885 0.165882790042
3610 0.147837201822 0.141486398207
3615 0.1949172194 0.186543948218
3620 0.149669397016 0.143239885798
3625 0.232588381993 0.22259682967
3630 0.198546266915 0.190017098789
3635 0.178311123792 0.170651218737
3640 0.240132481047 0.229816848649
3645 0.186649441829 0.178631338568
3650 0.187028782143 0.178994383148
3655 0.248753931155 0.238067937739
3660 0.271174895064 0.259525739895
3665 0.243192144694 0.232745074994
3670 0.230945874162 0.221024880837
3675 0.252590035949 0.241739250804
3680 0.207739473911 0.198815383184
3685 0.209948912006 0.200929908041
3690 0.228611575402 0.21879085909
3695 0.235995717745 0.225857792792
3700 0.273440585574 0.261694100671
3705 0.181557243887 0.173757891717
3710 0.197724358244 0.189230497743
3715 0.275484263457 0.263649986058
3720 0.136073719334 0.130228252442
3725 0.202510488301 0.193811024801
3730 0.194165628598 0.185824644321
3735 0.0955588735534 0.0914538469963
3740 0.182724397122 0.17487490628
3745 0.133124207235 0.127405445745
3750 0.126001928895 0.120589126869
3755 0.226708126757 0.21696917896
3760 0.153720798066 0.147117246402
3765 0.177479624031 0.169855438617
3770 0.219307764322 0.20988672195
3775 0.240213907328 0.229894777013
3780 0.251407596946 0.24060760712
3785 0.236600476882 0.226436572632
3790 0.174052985542 0.166576001967
3795 0.169141408057 0.161875416463
3800 0.173462590274 0.166010968952
3805 0.227883140246 0.218093716115
3810 0.215884478534 0.206610493976
3815 0.153222809071 0.146640650063
3820 0.118477790181 0.113388210773
3825 0.102338449973 0.0979421857716
3830 0.114387463105 0.109473596329
3835 0.112130944396 0.107314013351
3840 0.10549759581 0.100965620742
3845 0.175249119215 0.167720752024
3850 0.151051559466 0.14456267319
3855 0.145904325219 0.139636554289
3860 0.111374694444 0.106590250452
3865 0.164865226276 0.157782931278
3870 0.128386878774 0.12287162386
3875 0.16491539354 0.157830943452
3880 0.140556397571 0.13451836339
3885 0.166655129984 0.159495944144
3890 0.199771400891 0.191189603351
3895 0.227884879882 0.21809538102
3900 0.224188497351 0.214557788018
