Wave Flux FluxCon
3568.2 1.188393 1.18483129804
3568.6 1.18702 1.18472237265
3569.0 1.187696 1.18455277624
3569.4 1.186434 1.18433929731
3569.8 1.181454 1.18411053027
3570.2 1.18064 1.18390011473
3570.6 1.180872 1.18373883151
3571.0 1.183446 1.18364777421
3571.4 1.180673 1.18363421748
3571.8 1.182481 1.18369122868
3572.2 1.184861 1.18380050848
3572.6 1.1843 1.18393749581
3573.0 1.186968 1.18407798558
3573.4 1.18318 1.18420339239
3573.8 1.183924 1.18430423814
3574.2 1.18981 1.18438126676
3574.6 1.187534 1.1844428203
3575.0 1.179097 1.18450067811
3575.4 1.178618 1.18456495799
3575.8 1.185452 1.18463955479
3576.2 1.185476 1.18472002225
3576.6 1.187312 1.18479384
3577.0 1.184417 1.18484301258
3577.4 1.184987 1.18484825312
3577.8 1.187027 1.18479279542
3578.2 1.187857 1.18466523861
3578.6 1.186082 1.18445995574
3579.0 1.183335 1.18417582694
3579.4 1.182154 1.18381347094
3579.8 1.183168 1.18337268595
3580.2 1.184954 1.18285031105
3580.6 1.183536 1.18224036474
3581.0 1.181637 1.18153617795
3581.4 1.182843 1.18073353578
3581.8 1.181789 1.17983511919
3582.2 1.181037 1.17885474565
3582.6 1.180223 1.17781994411
3583.0 1.176333 1.1767723506
3583.4 1.173232 1.17576628923
3583.8 1.175617 1.17486454712
3584.2 1.171695 1.17413150446
3584.6 1.168853 1.17362604804
3585.0 1.166979 1.17339375414
3585.4 1.16938 1.17346055632
3585.8 1.170239 1.17382845471
3586.2 1.169434 1.17447423721
3586.6 1.171716 1.17535136991
3587.0 1.179651 1.17639522814
3587.4 1.177445 1.17753070638
3587.8 1.176292 1.17868112955
3588.2 1.182307 1.17977690075
3588.6 1.18777 1.18076276507
3589.0 1.186578 1.18160217289
3589.4 1.183825 1.18227839199
3589.8 1.185035 1.18279224338
3590.2 1.180802 1.18315757265
3590.6 1.180091 1.18339590559
3591.0 1.186827 1.18353130154
3591.4 1.186524 1.18358670593
3591.8 1.185264 1.18358230533
3592.2 1.183409 1.18353477211
3592.6 1.181547 1.1834578649
3593.0 1.181065 1.18336332275
3593.4 1.184304 1.1832618593
3593.8 1.18496 1.18316329205
3594.2 1.184142 1.18307637847
3594.6 1.182842 1.18300777381
3595.0 1.183115 1.18296018965
3595.4 1.179704 1.18292977786
3595.8 1.180045 1.18290478353
3596.2 1.182375 1.18286536814
3596.6 1.184256 1.18278537113
3597.0 1.186363 1.18263607212
3597.4 1.185134 1.18239076883
3597.8 1.184875 1.182029227
3598.2 1.184317 1.18154011558
3598.6 1.18066 1.18092177967
3599.0 1.179732 1.18018135519
3599.4 1.179959 1.17933224028
3599.8 1.178538 1.17839226299
3600.2 1.177381 1.17738260338
3600.6 1.180594 1.17632717916
3601.0 1.177346 1.17525230526
3601.4 1.171847 1.17418658451
3601.8 1.170128 1.17315936777
3602.2 1.170664 1.17219877475
3602.6 1.168811 1.17132938098
3603.0 1.171089 1.17056979502
3603.4 1.171181 1.16993051693
3603.8 1.166164 1.16941276606
3604.2 1.165455 1.16900818991
3604.6 1.166214 1.16870003521
3605.0 1.168597 1.16846553264
3605.4 1.169273 1.16827927729
3605.8 1.168303 1.16811752424
3606.2 1.171852 1.16796174802
3606.6 1.171058 1.16780048597
3607.0 1.164851 1.1676298703
3607.4 1.164689 1.16745196853
3607.8 1.167954 1.16727171267
3608.2 1.164526 1.16709406082
3608.6 1.167803 1.1669217715
3609.0 1.170138 1.16675436693
3609.4 1.166883 1.16658845009
3609.8 1.164615 1.16641902563
3610.2 1.164037 1.16624140377
3610.6 1.166558 1.16605282091
3611.0 1.168988 1.16585394074
3611.4 1.166525 1.16564957439
3611.8 1.166157 1.16544831216
3612.2 1.165975 1.16526121073
3612.6 1.161216 1.16509962701
3613.0 1.161078 1.16497293166
3613.4 1.167287 1.16488630222
3613.8 1.165461 1.16483964224
3614.2 1.163145 1.16482821593
3614.6 1.16544 1.16484369291
3615.0 1.164522 1.16487573865
3615.4 1.16617 1.16491406075
3615.8 1.164757 1.16494957005
3616.2 1.165137 1.16497433524
3616.6 1.166054 1.16498182943
3617.0 1.163605 1.16496670865
3617.4 1.164288 1.16492438311
3617.8 1.166921 1.16485164206
3618.2 1.165667 1.16474753482
3618.6 1.164393 1.16461455678
3619.0 1.16638 1.16445961006
3619.4 1.164892 1.16429393232
3619.8 1.161648 1.16413270686
3620.2 1.164215 1.16399323143
3620.6 1.16567 1.16389232263
3621.0 1.160748 1.16384370504
3621.4 1.161015 1.16385549266
3621.8 1.16439 1.16392865835
3622.2 1.162752 1.16405652403
3622.6 1.162612 1.16422546832
3623.0 1.167325 1.16441665295
3623.4 1.16629 1.16460830367
3623.8 1.16188 1.16477728735
3624.2 1.165896 1.16490081878
3624.6 1.167484 1.16495727833
3625.0 1.167135 1.16492601792
3625.4 1.165112 1.16478755766
3625.8 1.163568 1.16452414074
3626.2 1.166766 1.1641210853
3626.6 1.164873 1.16356937213
3627.0 1.165379 1.16286877404
3627.4 1.165326 1.16203058415
3627.8 1.164844 1.16107921805
3628.2 1.164428 1.16005147032
3628.6 1.154408 1.15899355264
3629.0 1.152992 1.15795574179
3629.4 1.156832 1.15698693869
3629.8 1.153407 1.15613018686
3630.2 1.151659 1.15541987467
3630.6 1.15659 1.15488128418
3631.0 1.153862 1.15453148197
3631.4 1.149658 1.15438009644
3631.8 1.153323 1.15442897009
3632.2 1.154622 1.15467119108
3632.6 1.152358 1.15508866984
3633.0 1.14967 1.15565062874
3633.4 1.150357 1.15631395966
3633.8 1.157706 1.15702659158
3634.2 1.164621 1.15773334635
3634.6 1.165302 1.1583824644
3635.0 1.164318 1.15893136887
3635.4 1.155653 1.15935005786
3635.8 1.156315 1.15962165396
3636.2 1.162138 1.15974060984
3636.6 1.163478 1.15970982576
3637.0 1.162108 1.15953861303
3637.4 1.160266 1.1592413173
3637.8 1.159534 1.15883680924
3638.2 1.158919 1.15834802336
3638.6 1.161382 1.15780101596
3639.0 1.156341 1.15722251597
3639.4 1.153203 1.1566368358
3639.8 1.153121 1.15606306023
3640.2 1.156502 1.15551286823
3640.6 1.15575 1.15499064913
3641.0 1.153431 1.15449539493
3641.4 1.152451 1.15402358537
3641.8 1.156567 1.15357240206
3642.2 1.156194 1.15314168717
3642.6 1.152292 1.1527337772
3643.0 1.150547 1.15235165838
3643.4 1.147839 1.15199582033
3643.8 1.148924 1.15166213416
3644.2 1.152592 1.15134087254
3644.6 1.151664 1.15101751011
3645.0 1.154475 1.15067616081
3645.4 1.153496 1.15030367753
3645.8 1.148745 1.14989322316
3646.2 1.147604 1.14944640533
3646.6 1.149654 1.14897363058
3647.0 1.152093 1.14849225256
3647.4 1.146796 1.14802405531
3647.8 1.143173 1.14759204551
3648.2 1.146904 1.14721740864
3648.6 1.148142 1.14691697381
3649.0 1.144815 1.14670154521
3649.4 1.143965 1.14657468616
3649.8 1.146378 1.14653260027
3650.2 1.147001 1.14656406415
3650.6 1.14371 1.14665096593
3651.0 1.144506 1.14677011168
3651.4 1.151659 1.14689481098
3651.8 1.148913 1.14699749709
3652.2 1.145214 1.14705255127
3652.6 1.14666 1.1470384639
3653.0 1.149162 1.14694024002
3653.4 1.150549 1.1467505128
3653.8 1.149929 1.14646954048
3654.2 1.145528 1.1461046436
3654.6 1.143089 1.14566819095
3655.0 1.144824 1.14517541354
3655.4 1.145487 1.14464239576
3655.8 1.145141 1.14408420216
3656.2 1.146184 1.14351405988
3656.6 1.141181 1.14294201091
3657.0 1.139926 1.14237421392
3657.4 1.143027 1.14181291508
3657.8 1.139049 1.14125629247
3658.2 1.141899 1.14069953381
3658.6 1.140956 1.14013644514
3659.0 1.138246 1.13956143528
3659.4 1.141785 1.13897199203
3659.8 1.140719 1.13836969007
3660.2 1.137966 1.13776070091
3660.6 1.13603 1.13715527726
3661.0 1.13094 1.1365661653
3661.4 1.135813 1.13600721913
3661.8 1.139905 1.13549188596
3662.2 1.13517 1.13503215442
3662.6 1.134507 1.13463793018
3663.0 1.128958 1.13431562081
3663.4 1.132766 1.13406711155
3663.8 1.134621 1.13388845361
3664.2 1.131732 1.13376925963
3664.6 1.135895 1.13369268719
3665.0 1.132389 1.1336369319
3665.4 1.130871 1.1335776831
3665.8 1.136918 1.13349071864
3666.2 1.135908 1.13335502332
3666.6 1.135315 1.13315501151
3667.0 1.13328 1.13288210327
3667.4 1.131112 1.13253505023
3667.8 1.133124 1.13211910715
3668.2 1.132102 1.13164435292
3668.6 1.134571 1.13112322154
3669.0 1.13183 1.13056743464
3669.4 1.125217 1.12998510665
3669.8 1.129728 1.12937823082
3670.2 1.127295 1.1287410414
3670.6 1.12803 1.12806054388
3671.0 1.129509 1.12731805339
3671.4 1.130171 1.1264928772
3671.8 1.128019 1.12556595259
3672.2 1.124248 1.12452364065
3672.6 1.123257 1.12336118533
3673.0 1.125345 1.1220843999
3673.4 1.123555 1.1207102282
3673.8 1.118527 1.11926603801
3674.2 1.119274 1.11778740673
3674.6 1.116147 1.11631489331
3675.0 1.112629 1.11489041357
3675.4 1.110644 1.11355329246
3675.8 1.108768 1.11233698361
3676.2 1.110845 1.11126637021
3676.6 1.10936 1.11035646729
3677.0 1.108187 1.10961171518
3677.4 1.106484 1.10902602821
3677.8 1.1065 1.10858342102
3678.2 1.105397 1.10825842806
3678.6 1.108577 1.10801709008
3679.0 1.109462 1.10781846957
3679.4 1.107572 1.1076175066
3679.8 1.105496 1.10736832624
3680.2 1.108675 1.1070290491
3680.6 1.111679 1.1065667593
3681.0 1.109167 1.10596216107
3681.4 1.110303 1.10521258643
3681.8 1.105281 1.10433335048
3682.2 1.102063 1.10335693246
3682.6 1.100672 1.10233040134
3683.0 1.10083 1.10131112602
3683.4 1.101008 1.10036145641
3683.8 1.099549 1.09954245149
3684.2 1.095854 1.09890730477
3684.6 1.094352 1.09849410114
3685.0 1.090206 1.09832000031
3685.4 1.09324 1.09837743939
3685.8 1.096983 1.09863415134
3686.2 1.095883 1.09903708381
3686.6 1.103542 1.0995207896
3687.0 1.10437 1.1000180254
3687.4 1.103865 1.10047093472
3687.8 1.101452 1.10084049094
3688.2 1.10238 1.10111243872
3688.6 1.102994 1.10129814536
3689.0 1.106294 1.10143049887
3689.4 1.100022 1.10155591031
3689.8 1.09826 1.10172251618
3690.2 1.098631 1.10196755247
3690.6 1.098359 1.10230611569
3691.0 1.096944 1.102723238
3691.4 1.101926 1.1031719493
3691.8 1.104954 1.1035779955
3692.2 1.107562 1.1038520283
3692.6 1.10829 1.10390683329
3693.0 1.111875 1.10367693084
3693.4 1.111348 1.1031370413
3693.8 1.110023 1.1023150472
3694.2 1.107101 1.10129606565
3694.6 1.101281 1.100216687
3695.0 1.094327 1.09924794094
3695.4 1.090968 1.09857068914
3695.8 1.087139 1.09834582192
3696.2 1.08297 1.09868449558
3696.6 1.086905 1.09962345669
3697.0 1.094513 1.1011092393
3697.4 1.095991 1.10299403871
3697.8 1.101401 1.10504559097
3698.2 1.108398 1.10697035018
3698.6 1.120674 1.1084480589
3699.0 1.12422 1.10917469237
3699.4 1.129924 1.10890866249
3699.8 1.131545 1.10751329302
3700.2 1.128804 1.10498966662
3700.6 1.119222 1.10149323681
3701.0 1.107465 1.09733005838
3701.4 1.092862 1.09293129664
3701.8 1.079139 1.08880849447
3702.2 1.061371 1.08549476611
3702.6 1.053259 1.08347942183
3703.0 1.054368 1.08314469546
3703.4 1.051922 1.08471262869
3703.8 1.056693 1.0882084354
3704.2 1.067212 1.09344489754
3704.6 1.082921 1.10003037969
3705.0 1.099795 1.1073995656
3705.4 1.121721 1.11486505587
3705.8 1.140788 1.12168502143
3706.2 1.157776 1.1271394679
3706.6 1.172909 1.13060777395
3707.0 1.177549 1.13163806072
3707.4 1.172359 1.130001377
3707.8 1.164098 1.12572409965
3708.2 1.149457 1.11909577893
3708.6 1.130015 1.11065248297
3709.0 1.107296 1.10113699067
3709.4 1.08502 1.09143988454
3709.8 1.062512 1.0825272269
3710.2 1.040975 1.07535943189
3710.6 1.022785 1.07080848139
3711.0 1.01301 1.0695796858
3711.4 1.012251 1.07214391635
3711.8 1.023476 1.07868790304
3712.2 1.035842 1.08908676319
3712.6 1.058016 1.10290246735
3713.0 1.092465 1.11940907047
3713.4 1.128493 1.13764371445
3713.8 1.162066 1.15647786849
3714.2 1.197737 1.174702919
3714.6 1.23363 1.19112144903
3715.0 1.263369 1.20463538784
3715.4 1.274543 1.21432363124
3715.8 1.283109 1.21950356488
3716.2 1.287116 1.21977271198
3716.6 1.276156 1.21503080041
3717.0 1.259691 1.20548352071
3717.4 1.238786 1.19163022042
3717.8 1.209708 1.17423778934
3718.2 1.178523 1.15430256473
3718.6 1.139546 1.13300104928
3719.0 1.097733 1.11162989791
3719.4 1.059665 1.09153702159
3719.8 1.027841 1.0740462818
3720.2 0.9977675 1.06037888795
3720.6 0.9788252 1.05157733279
3721.0 0.9682988 1.04843819344
3721.4 0.9687073 1.05145780492
3721.8 0.9801096 1.06079681982
3722.2 1.001587 1.07626769692
3722.6 1.032677 1.0973456775
3723.0 1.077686 1.12320275749
3723.4 1.126719 1.15276106674
3723.8 1.175138 1.18476138339
3724.2 1.225829 1.21783880986
3724.6 1.275829 1.25059842699
3725.0 1.31941 1.28168642166
3725.4 1.35771 1.30985024807
3725.8 1.396059 1.33398620137
3726.2 1.421614 1.35317405759
3726.6 1.435322 1.36669908165
3727.0 1.44659 1.37406415856
3727.4 1.453212 1.37499391155
3727.8 1.438007 1.36943297549
3728.2 1.423445 1.35754080009
3728.6 1.405139 1.33968422699
3729.0 1.37028 1.31642859356
3729.4 1.330382 1.28852767432
3729.8 1.289519 1.25691145667
3730.2 1.245456 1.22267069535
3730.6 1.193288 1.18703527886
3731.0 1.141648 1.15134537031
3731.4 1.094823 1.11701160051
3731.8 1.038447 1.08546500703
3732.2 0.9938422 1.05809721367
3732.6 0.9582625 1.03619338814
3733.0 0.9316934 1.02086344025
3733.4 0.9168558 1.01297666607
3733.8 0.9101479 1.0131070101
3734.2 0.9184352 1.0214941146
3734.6 0.9444174 1.03802594851
3735.0 0.9771879 1.06224494947
3735.4 1.023912 1.09337799637
3735.8 1.079116 1.13038731023
3736.2 1.140375 1.17203779345
3736.6 1.205964 1.21697267081
3737.0 1.267127 1.26378868727
3737.4 1.33056 1.31110483094
3737.8 1.383277 1.35761757556
3738.2 1.44087 1.40214021378
3738.6 1.489979 1.44362606685
3739.0 1.532791 1.48117793562
3739.4 1.572763 1.51404751267
3739.8 1.600085 1.54162822761
3740.2 1.627349 1.56344602002
3740.6 1.648946 1.57914907389
3741.0 1.66063 1.58849861422
3741.4 1.655956 1.59136126281
3741.8 1.650816 1.58770334905
3742.2 1.643708 1.57758788308
3742.6 1.625678 1.56117411907
3743.0 1.600459 1.53871992494
3743.4 1.565372 1.51058705313
3743.8 1.529843 1.47724773896
3744.2 1.484168 1.43929210606
3744.6 1.435401 1.39743433897
3745.0 1.379595 1.35251598057
3745.4 1.31846 1.30550535787
3745.8 1.260625 1.25749061242
3746.2 1.203519 1.20966541764
3746.6 1.141383 1.16330479911
3747.0 1.078512 1.11973083187
3747.4 1.02187 1.08026802551
3747.8 0.9719858 1.04618965199
3748.2 0.93277 1.0186591487
3748.6 0.9020512 0.998670662374
3749.0 0.8821886 0.986994312422
3749.4 0.878813 0.984131008228
3749.8 0.8855014 0.990282196829
3750.2 0.9051974 1.00533678917
3750.6 0.9395028 1.02887706244
3751.0 0.9806749 1.06020371126
3751.4 1.034512 1.09837787615
3751.8 1.097986 1.14227676757
3752.2 1.164931 1.19065740922
3752.6 1.229961 1.24222347264
3753.0 1.297936 1.29568823812
3753.4 1.363865 1.34982964761
3753.8 1.425554 1.40353386413
3754.2 1.485115 1.45582595685
3754.6 1.542168 1.50588787389
3755.0 1.595833 1.55306519234
3755.4 1.64101 1.59686464859
3755.8 1.680202 1.63694352533
3756.2 1.717408 1.67309203245
3756.6 1.748726 1.70521006286
3757.0 1.774457 1.73327935249
3757.4 1.79398 1.75733329948
3757.8 1.810827 1.77742660518
3758.2 1.824989 1.79360775516
3758.6 1.840837 1.80589773784
3759.0 1.851574 1.81427694747
3759.4 1.854773 1.81868163846
3759.8 1.859147 1.81900944616
3760.2 1.858056 1.81513237127
3760.6 1.853839 1.80691405959
3761.0 1.842549 1.79422893473
3761.4 1.826114 1.77698008366
3761.8 1.805897 1.75511409997
3762.2 1.775142 1.72863247767
3762.6 1.738774 1.69760063867
3763.0 1.705482 1.66215515276
3763.4 1.666677 1.62251069579
3763.8 1.622622 1.57896751482
3764.2 1.568888 1.53191944265
3764.6 1.507681 1.48186145887
3765.0 1.45009 1.42939608707
3765.4 1.38978 1.37523759214
3765.8 1.324836 1.32021317512
3766.2 1.261359 1.26525976646
3766.6 1.196505 1.211414868
3767.0 1.129321 1.15979954264
3767.4 1.068116 1.11159211563
3767.8 1.010168 1.06799204195
3768.2 0.9550686 1.0301741401
3768.6 0.9114032 0.999235377169
3769.0 0.8811128 0.97613820062
3769.4 0.8553054 0.961655711751
3769.8 0.8456025 0.956323943832
3770.2 0.8507036 0.9604063833
3770.6 0.8693445 0.973875568538
3771.0 0.8985727 0.996414599228
3771.4 0.9404041 1.02743773547
3771.8 0.995661 1.06612942016
3772.2 1.059269 1.11149663186
3772.6 1.124484 1.16242906704
3773.0 1.189795 1.21776106145
3773.4 1.260716 1.27632890174
3773.8 1.334121 1.3370193575
3774.2 1.406443 1.39880687122
3774.6 1.47519 1.46077835009
3775.0 1.538141 1.52214616713
3775.4 1.605469 1.58225134579
3775.8 1.669713 1.64055855643
3776.2 1.725606 1.69664518273
3776.6 1.778792 1.75018697457
3777.0 1.831815 1.80094214687
3777.4 1.880772 1.84873541225
3777.8 1.922605 1.893444135
3778.2 1.968059 1.93498698809
3778.6 2.006711 1.9733151419
3779.0 2.041357 2.00840582964
3779.4 2.073145 2.04025772111
3779.8 2.101372 2.06888667998
3780.2 2.124808 2.0943212441
3780.6 2.145171 2.11659759894
3781.0 2.164587 2.13575457574
3781.4 2.181038 2.15182953459
3781.8 2.195079 2.16485482684
3782.2 2.204376 2.17485590425
3782.6 2.209357 2.18185089054
3783.0 2.214007 2.18585100076
3783.4 2.216963 2.18686171444
3783.8 2.215655 2.18488351478
3784.2 2.209758 2.17991233039
3784.6 2.199769 2.17193963618
3785.0 2.18612 2.16095233116
3785.4 2.176863 2.14693255192
3785.8 2.16449 2.12985809009
3786.2 2.140996 2.10970356054
3786.6 2.114023 2.08644205407
3787.0 2.088232 2.06004771814
3787.4 2.063373 2.03049879422
3787.8 2.032418 1.99778127223
3788.2 1.992316 1.96189276483
3788.6 1.954391 1.92284696795
3789.0 1.912635 1.8806783759
3789.4 1.865363 1.8354476284
3789.8 1.815603 1.78724798123
3790.2 1.764375 1.73621319785
3790.6 1.710694 1.68252737311
3791.0 1.651065 1.62643653879
3791.4 1.589072 1.56826114788
3791.8 1.525676 1.50840810002
3792.2 1.461016 1.44738131402
3792.6 1.390365 1.38578888066
