 Name SpType Teff e_Teff log(g) e_log(g) [Fe/H] e_[Fe/H]
326 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/62509.txt "K0IIIb      " " 4893" "  23" " 2.89" " 0.06" " 0.05" 0.05
327 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/63302.txt "K3Iab/Ib    " " 4304" "  34" " 0.24" " 0.08" " 0.12" 0.07
328 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/63333.txt "F5          " " 6157" "  30" " 4.22" " 0.05" -0.36 0.05
329 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/63352.txt "K0          " " 4179" "  17" " 1.92" " 0.10" -0.47 0.06
330 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/63410.txt "G8III       " " 4896" "  25" " 2.53" " 0.07" -0.37 0.06
331 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/63791.txt "G0          " " 4838" "  32" " 1.90" " 0.11" -1.59 0.08
47 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6397.txt "F4II-III    " " 6580" "  63" " 4.03" " 0.09" -0.10 0.08
332 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/64238.txt "F2IV/V      " " 7166" "  44" " 3.16" " 0.07" " 0.31" 0.05
48 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6461.txt "G3V         " " 5106" "  48" " 2.45" " 0.13" -0.88 0.12
49 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6482.txt "K0III       " " 4790" "  30" " 2.79" " 0.09" -0.09 0.07
333 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/64937.txt "K5          " " 3495" "   8" " 0.82" " 0.14" -0.05 0.06
50 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6497.txt "K2III       " " 4450" "  21" " 2.75" " 0.09" " 0.02" 0.05
334 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/65583.txt "G8V         " " 5315" "  31" " 4.51" " 0.06" -0.67 0.07
335 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/65714.txt "G8III:      " " 4966" "  27" " 2.51" " 0.07" " 0.12" 0.06
51 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6582.txt "G5Vb        " " 5397" "  35" " 4.53" " 0.07" -0.79 0.08
336 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/65900.txt "A1V         " " 9228" " 142" " 3.34" " 0.11" -0.17 0.11
337 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/67228.txt "G1IV        " " 5810" "  26" " 3.92" " 0.05" " 0.14" 0.04
52 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6734.txt "K0IV        " " 4985" "  36" " 3.40" " 0.10" -0.53 0.08
53 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6763.txt "F0III-IV    " " 6972" "  45" " 4.10" " 0.05" -0.11 0.06
54 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6805.txt "K1.5III     " " 4576" "  20" " 2.62" " 0.07" " 0.10" 0.04
55 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6833.txt "G9III       " " 4608" "  32" " 1.92" " 0.12" -0.72 0.08
56 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6834.txt "F2          " " 6416" "  48" " 4.23" " 0.06" -0.61 0.08
57 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6840.txt "G0          " " 6004" "  52" " 4.01" " 0.10" -0.33 0.08
338 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/68988.txt "G0          " " 5820" "  41" " 4.17" " 0.08" " 0.28" 0.06
58 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6920.txt "F8V         " " 5944" "  43" " 3.71" " 0.09" -0.04 0.07
4 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/693.txt "F5V         " " 6221" "  41" " 4.14" " 0.06" -0.34 0.06
339 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/69582.txt "G5          " " 5692" "  35" " 4.52" " 0.06" " 0.13" 0.06
340 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/69830.txt "K0V         " " 5444" "  33" " 4.52" " 0.06" " 0.02" 0.06
341 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/69897.txt "F6V         " " 6261" "  28" " 4.19" " 0.04" -0.28 0.04
342 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/70110.txt "F9V         " " 5909" "  27" " 3.95" " 0.05" " 0.09" 0.04
59 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/7087.txt "G8.5IIIa    " " 4918" "  31" " 2.34" " 0.08" -0.10 0.07
343 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/71369.txt "G5III       " " 5215" "  31" " 2.52" " 0.08" -0.13 0.07
344 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/71479.txt "G0          " " 5886" "  38" " 4.15" " 0.07" " 0.19" 0.06
345 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/71597.txt "K2III       " " 4449" "  19" " 2.54" " 0.08" -0.23 0.05
346 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/71952.txt "K0IV        " " 4734" "  23" " 3.13" " 0.07" -0.15 0.05
347 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/72184.txt "K2III       " " 4678" "  43" " 3.02" " 0.13" " 0.19" 0.09
348 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/72324.txt "G9III       " " 4885" "  23" " 2.48" " 0.06" -0.02 0.05
349 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/72660.txt "A1V         " " 9226" " 137" " 3.30" " 0.10" -0.14 0.1
350 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/72946.txt "G5V         " " 5624" "  22" " 4.19" " 0.05" -0.03 0.05
351 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/72968.txt "A1spe...    " 10651 " 281" " 3.63" " 0.24" " 0.77" 0.14
352 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/73394.txt "G5IIIw      " " 4511" "  29" " 1.19" " 0.11" -1.61 0.08
353 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/74280.txt "B3V         " 17816 " 202" " 3.73" " 0.06" " 0.01" 0.04
60 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/7439.txt "F5V         " " 6422" "  46" " 4.15" " 0.06" -0.29 0.06
354 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/74395.txt "G2Iab:      " " 5481" "  27" " 1.44" " 0.05" " 0.04" 0.06
355 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/74462.txt "G5IV        " " 4742" "  43" " 1.72" " 0.15" -1.43 0.11
356 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/74721.txt "A0V         " " 8789" "    " " 3.34" "     " -1.42 
61 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/7476.txt "F5V         " " 6501" "  40" " 4.06" " 0.05" -0.17 0.05
357 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/75332.txt "F7Vn        " " 6219" "  34" " 4.31" " 0.05" " 0.07" 0.04
358 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/75333.txt "B9mnp...    " 11722 " 149" " 4.08" " 0.05" " 0.22" 0.07
359 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/75732.txt "G8V         " " 5290" "  27" " 4.43" " 0.05" " 0.43" 0.04
360 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/75782.txt "G0          " " 5912" "  37" " 3.87" " 0.07" " 0.19" 0.05
361 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76151.txt "G2V         " " 5793" "  26" " 4.47" " 0.05" " 0.13" 0.04
362 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76219.txt "G8Iab:      " " 5018" "  29" " 2.25" " 0.07" -0.09 0.07
363 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76291.txt "K1IV        " " 4583" "  19" " 2.77" " 0.07" -0.10 0.04
364 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76294.txt "G9II-III    " " 4917" "  24" " 2.46" " 0.07" -0.11 0.06
365 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76351.txt "K5III       " " 4186" "  19" " 1.63" " 0.10" " 0.09" 0.05
366 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76376.txt "K2/K3III    " " 4239" "  17" " 2.11" " 0.09" -0.05 0.05
367 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76508.txt "K1III       " " 4912" "  27" " 2.73" " 0.07" " 0.10" 0.06
368 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76579.txt "K3III       " " 4017" "  13" " 1.74" " 0.11" -0.17 0.05
369 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76644.txt "A7V         " " 7703" "  48" " 3.96" " 0.05" -0.03 0.06
370 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76780.txt "G5          " " 5765" "  38" " 4.38" " 0.07" " 0.18" 0.06
371 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76813.txt "G9III       " " 5074" "  25" " 2.71" " 0.06" -0.09 0.05
372 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76932.txt "F7/F8IV/V   " " 5843" "  28" " 4.08" " 0.05" -0.90 0.06
373 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76943.txt "F5V         " " 6511" "  30" " 4.19" " 0.04" " 0.14" 0.03
374 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/76944.txt "K5          " " 3864" "  21" " 1.32" " 0.23" -0.16 0.09
375 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/77350.txt "A0III       " 10037 " 167" " 3.35" " 0.11" -0.20 0.13
376 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/77601.txt "F6II-III    " " 6578" "  52" " 3.14" " 0.10" " 0.42" 0.06
377 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/77818.txt "K1IV        " " 4726" "  23" " 3.13" " 0.07" -0.23 0.05
378 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/77912.txt "G8Iab:      " " 5015" "  27" " 1.75" " 0.06" -0.05 0.06
379 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/78209.txt "A1m         " " 7508" "  47" " 3.77" " 0.06" " 0.54" 0.04
380 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/78249.txt "K1IV        " " 4868" "  25" " 3.45" " 0.06" " 0.05" 0.05
381 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/78316.txt "B8IIImnp    " 12460 " 259" " 4.21" " 0.09" " 0.51" 0.12
382 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/78362.txt "Am          " " 7289" "  50" " 3.76" " 0.07" " 0.71" 0.04
383 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/78418.txt "G5IV-V      " " 5741" "  40" " 4.22" " 0.08" " 0.08" 0.06
384 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/78479.txt "K3III       " " 4486" "  20" " 2.60" " 0.08" " 0.22" 0.04
385 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/78558.txt "G3V         " " 5700" "  31" " 4.20" " 0.06" -0.45 0.06
386 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/78712.txt "M6IIIase    " " 3101" "  17" " 0.23" " 0.36" -1.00 0.0
387 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/79028.txt "F9V         " " 5972" "  76" " 3.93" " 0.15" " 0.05" 0.11
388 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/79158.txt "B8IIImnp    " 12305 " 151" " 4.11" " 0.07" " 0.73" 0.07
389 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/79452.txt "G6III       " " 5029" "  28" " 2.43" " 0.08" -0.77 0.07
390 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/79469.txt "B9.5V       " 10099 " 145" " 3.80" " 0.08" -0.42 0.09
391 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/80218.txt "F5          " " 6180" "  33" " 4.16" " 0.05" -0.26 0.05
392 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/80493.txt "K7III       " " 3899" "   9" " 1.63" " 0.11" -0.11 0.04
393 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/80499.txt "G8III       " " 5065" "  26" " 2.48" " 0.07" -0.13 0.06
394 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/80586.txt G8III-IV+... " 5084" "  26" " 2.87" " 0.07" " 0.01" 0.06
395 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/81146.txt "K2III       " " 4394" "  18" " 2.44" " 0.08" -0.05 0.04
396 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/81192.txt "G7III       " " 4822" "  24" " 2.69" " 0.08" -0.70 0.06
397 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/81797.txt "K3II-III    " " 4176" "  15" " 1.67" " 0.09" " 0.06" 0.04
398 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/81937.txt "F0IV        " " 7097" "  37" " 3.87" " 0.05" " 0.17" 0.05
62 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/8207.txt "K0III       " " 4757" "  26" " 2.66" " 0.08" " 0.13" 0.06
399 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/82210.txt "G4III-IV    " " 5343" "  33" " 3.49" " 0.08" -0.21 0.07
400 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/82328.txt "F6IV        " " 6333" "  28" " 3.97" " 0.04" -0.14 0.04
401 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/82395.txt "K0III       " " 4807" "  22" " 2.61" " 0.07" -0.08 0.05
402 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/82590.txt "F6w...      " " 6564" "  68" " 4.16" " 0.07" -0.86 0.11
403 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/82621.txt "A2V         " " 8851" " 113" " 3.80" " 0.11" -0.41 0.11
404 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/82635.txt "G8III       " " 5100" "  31" " 2.93" " 0.08" -0.04 0.07
405 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/82741.txt "G9.5III     " " 4856" "  22" " 2.51" " 0.07" -0.21 0.05
406 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/83506.txt "K0III       " " 4951" "  30" " 2.45" " 0.08" " 0.15" 0.07
407 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/83618.txt "K2.5III     " " 4270" "  18" " 1.96" " 0.10" -0.12 0.05
408 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/83787.txt "K6III       " " 3818" "   7" " 1.45" " 0.10" -0.21 0.04
409 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/83805.txt "G8III       " " 5047" "  27" " 2.76" " 0.07" " 0.02" 0.06
410 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/84441.txt "G1II        " " 5392" "  25" " 2.11" " 0.06" -0.08 0.06
411 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/84453.txt "K0IV        " " 4929" "  23" " 3.19" " 0.06" -0.10 0.05
412 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/84737.txt "G0.5Va      " " 5860" "  28" " 4.02" " 0.06" " 0.10" 0.04
413 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/84748.txt "M8IIIe      " " 3070" "  35" " 0.78" " 0.93" -1.00 0.0
63 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/8491.txt "K0III       " " 4802" "  27" " 2.70" " 0.08" " 0.05" 0.06
64 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/8512.txt "K0III       " " 4729" "  28" " 2.58" " 0.09" -0.12 0.06
414 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/85235.txt "A3IV        " " 8662" "  72" " 3.71" " 0.08" -0.23 0.06
415 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/85444.txt "G6/G8III    " " 5090" "  26" " 2.68" " 0.07" " 0.00" 0.06
416 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/85503.txt "K2III       " " 4453" "  19" " 2.61" " 0.08" " 0.30" 0.04
417 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/86322.txt "K1III       " " 4792" "  25" " 2.58" " 0.08" -0.12 0.06
418 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/86728.txt "G3Va        " " 5745" "  28" " 4.27" " 0.06" " 0.23" 0.04
419 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/86986.txt "A1V         " " 7863" "    " " 3.13" "     " -1.83 
65 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/8705.txt "K2III       " " 4333" "  22" " 2.36" " 0.11" -0.23 0.06
420 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/87140.txt "K0          " " 5061" "  41" " 2.46" " 0.13" -1.75 0.09
421 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/87141.txt "F5V         " " 6312" "  31" " 3.90" " 0.05" " 0.04" 0.04
66 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/8724.txt "G5          " " 4754" "  62" " 1.66" " 0.21" -1.68 0.16
422 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/87344.txt "B8V         " 11061 " 232" " 4.00" " 0.07" " 0.00" 0.11
423 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/87646.txt "G1IV        " " 5866" "  48" " 4.27" " 0.09" " 0.26" 0.07
424 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/87737.txt "A0Ib        " 10637 " 159" " 2.07" " 0.05" -0.07 0.1
425 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/87822.txt "F4V         " " 6486" "  43" " 4.06" " 0.06" " 0.06" 0.05
426 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/87901.txt "B7V         " 12862 " 220" " 4.05" " 0.09" " 0.21" 0.09
427 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/88195.txt "A1V         " " 9232" " 302" " 3.07" " 0.17" -0.47 0.25
428 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/88284.txt "K0III       " " 4940" "  34" " 2.94" " 0.09" " 0.22" 0.07
429 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/88355.txt "F7V         " " 6392" "  44" " 4.09" " 0.07" " 0.01" 0.05
5 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/886.txt "B2IV        " 21397 " 382" " 3.84" " 0.04" -0.06 0.03
430 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/88609.txt "G5IIIw      " " 4749" "  42" " 1.63" " 0.14" -2.48 0.08
431 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/88737.txt "F9V         " " 6103" "  35" " 3.88" " 0.07" " 0.19" 0.05
67 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/8890.txt "F7:Ib-IIvar " " 6192" "  50" " 1.40" " 0.09" " 0.13" 0.08
432 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/88983.txt "A8III       " " 7957" "  53" " 3.87" " 0.06" -0.20 0.06
433 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/88986.txt "G0V         " " 5787" "  32" " 4.06" " 0.06" " 0.02" 0.05
434 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/89010.txt "G1.5IV-V    " " 5717" "  36" " 3.90" " 0.08" " 0.02" 0.06
435 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/89025.txt "F0III       " " 7153" "  37" " 3.59" " 0.05" " 0.19" 0.04
436 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/89125.txt "F8Vbw       " " 6159" "  33" " 4.25" " 0.05" -0.37 0.05
437 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/89254.txt "F2III       " " 7122" "  78" " 3.79" " 0.10" " 0.36" 0.08
438 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/89449.txt "F6IV        " " 6426" "  34" " 4.10" " 0.05" " 0.06" 0.04
439 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/89484.txt "K1IIIb      " " 4566" "  22" " 1.98" " 0.08" -0.48 0.05
68 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/8949.txt "K1III       " " 4700" "  29" " 2.67" " 0.09" " 0.13" 0.06
440 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/89490.txt "K0          " " 5148" "  31" " 3.34" " 0.07" " 0.06" 0.06
441 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/89707.txt "G1V         " " 5959" "  37" " 4.30" " 0.06" -0.46 0.07
442 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/89744.txt "F7V         " " 6155" "  32" " 3.95" " 0.06" " 0.15" 0.04
443 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/89822.txt "A0sp...     " 10286 " 134" " 3.96" " 0.06" " 0.13" 0.08
444 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/90250.txt "K1III       " " 4726" "  24" " 2.61" " 0.08" -0.01 0.05
445 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/90277.txt "F0V         " " 7292" "  36" " 3.82" " 0.04" " 0.19" 0.04
446 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/90508.txt "F9V         " " 5790" "  32" " 4.33" " 0.06" -0.33 0.06
69 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/9057.txt "G9III       " " 4967" "  30" " 2.74" " 0.08" " 0.06" 0.06
447 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/91190.txt "K0III       " " 5039" "  29" " 2.78" " 0.07" " 0.00" 0.06
448 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/91204.txt "G0          " " 5842" "  43" " 4.12" " 0.08" " 0.19" 0.06
449 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/91752.txt "F3V         " " 6524" "  28" " 4.11" " 0.04" -0.15 0.04
450 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/91889.txt "F7V         " " 6111" "  31" " 4.15" " 0.05" -0.24 0.05
451 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/92055.txt "CII...      " " 3888" " 100" " 1.23" " 0.94" " 0.02" 0.35
452 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/92125.txt "G2.5IIa     " " 5433" "  25" " 1.88" " 0.06" " 0.01" 0.06
453 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/92588.txt "K1IV        " " 5116" "  28" " 3.67" " 0.06" -0.03 0.06
70 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/9269.txt "K0IIIvar    " " 4779" "  31" " 2.55" " 0.10" -0.22 0.07
71 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/9270.txt "G7IIa       " " 5006" "  34" " 2.26" " 0.08" -0.06 0.08
454 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/92769.txt "A4Vn        " " 7902" "  47" " 3.98" " 0.05" -0.20 0.07
455 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/92839.txt "CII...      " " 3826" "  89" " 1.09" " 0.92" " 0.14" 0.31
456 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/93487.txt "F8          " " 5120" "  35" " 2.31" " 0.10" -1.20 0.09
457 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/93813.txt "K0/K1III    " " 4371" "  19" " 2.13" " 0.09" -0.18 0.05
72 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/9408.txt "G9IIIb      " " 4844" "  31" " 2.51" " 0.09" -0.30 0.07
458 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/94247.txt "K3III       " " 4233" "  16" " 1.86" " 0.09" -0.19 0.05
459 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/94264.txt "K0III       " " 4731" "  19" " 2.82" " 0.06" -0.12 0.04
460 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/94280.txt "F8          " " 6054" "  33" " 4.22" " 0.06" " 0.06" 0.05
461 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/94363.txt "K0III+...   " " 5036" "  26" " 3.11" " 0.07" -0.21 0.06
462 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/94600.txt "K1III       " " 4634" "  20" " 2.52" " 0.07" -0.16 0.05
463 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/94601.txt "A1V         " " 9429" " 153" " 3.87" " 0.08" -0.30 0.11
464 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/94669.txt "K2III       " " 4562" "  22" " 2.64" " 0.08" -0.13 0.05
465 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/95128.txt "G1V         " " 5855" "  29" " 4.24" " 0.06" " 0.00" 0.04
466 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/95241.txt "F9V         " " 5899" "  30" " 3.83" " 0.06" -0.28 0.05
467 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/95272.txt "K1III       " " 4712" "  24" " 2.51" " 0.08" -0.06 0.05
468 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/95345.txt "K1III       " " 4559" "  24" " 2.17" " 0.09" -0.15 0.06
469 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/95418.txt "A1V         " " 9370" " 133" " 3.85" " 0.07" -0.03 0.07
73 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/9562.txt "G2IV        " " 5819" "  45" " 3.91" " 0.09" " 0.17" 0.07
470 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/95849.txt "K3III       " " 4501" "  29" " 2.40" " 0.11" " 0.17" 0.06
471 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/96436.txt "G9IIICN...  " " 4792" "  27" " 2.85" " 0.09" -0.46 0.06
472 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/96833.txt "K1III       " " 4621" "  22" " 2.33" " 0.07" -0.02 0.05
473 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/97603.txt "A4V         " " 8141" "  57" " 3.84" " 0.07" -0.18 0.07
474 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/97633.txt "A2V         " " 9154" " 130" " 3.25" " 0.09" -0.25 0.1
475 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/97907.txt "K3III       " " 4368" "  18" " 2.21" " 0.09" -0.05 0.05
476 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/98231.txt "G0V         " " 5927" "  25" " 4.34" " 0.05" -0.29 0.04
74 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/9826.txt "F8V         " " 6151" "  40" " 4.10" " 0.07" " 0.08" 0.05
477 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/98430.txt "K0III       " " 4610" "  30" " 2.09" " 0.11" -0.44 0.07
478 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/98553.txt "G2/G3V      " " 5867" "  54" " 4.36" " 0.09" -0.48 0.1
75 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/9856.txt "K1III       " " 4426" "  24" " 2.08" " 0.10" -0.11 0.06
479 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/98744.txt "G0          " " 6191" "  49" " 4.06" " 0.08" -0.26 0.07
480 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/98824.txt "K1III       " " 4776" "  21" " 2.61" " 0.06" " 0.01" 0.05
481 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/98991.txt "F3IV        " " 6600" "  37" " 3.93" " 0.05" -0.02 0.04
